FirstLayer_task_speed_factor_1,FirstLayer_task_speed_factor_2,FirstLayer_task_speed_factor_3,FirstLayer_task_speed_factor_4,FirstLayer_task_speed_factor_5,FirstLayer_task_speed_factor_6,FirstLayer_task_speed_factor_7,FirstLayer_task_share_factor_1,FirstLayer_task_share_factor_2,FirstLayer_task_share_factor_3,FirstLayer_task_share_factor_4,FirstLayer_task_share_factor_5,playerName,POSTU5,FirstLayer_arg_freq_factor_1,FirstLayer_arg_speed_factor_1,FirstLayer_arg_share_factor_1,FirstLayer_hotkey_freq_factor_1,FirstLayer_hotkey_speed_factor_1,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_freq_factor_1,FirstLayer_dialogue_freq_factor_2,FirstLayer_dialogue_freq_factor_3,FirstLayer_dialogue_freq_factor_4,FirstLayer_dialogue_freq_factor_5,FirstLayer_dialogue_freq_factor_6,FirstLayer_dialogue_freq_factor_7,FirstLayer_dialogue_freq_factor_8,FirstLayer_dialogue_freq_factor_9,FirstLayer_dialogue_freq_factor_10,FirstLayer_dialogue_freq_factor_11,FirstLayer_dialogue_freq_factor_12,FirstLayer_dialogue_freq_factor_13,FirstLayer_dialogue_freq_factor_14,FirstLayer_dialogue_freq_factor_15,FirstLayer_dialogue_freq_factor_16,FirstLayer_dialogue_freq_factor_17,FirstLayer_dialogue_freq_factor_18,FirstLayer_dialogue_freq_factor_19,FirstLayer_dialogue_freq_factor_20,FirstLayer_dialogue_share_factor_1,FirstLayer_dialogue_share_factor_2,FirstLayer_dialogue_share_factor_3,FirstLayer_dialogue_share_factor_4,FirstLayer_dialogue_share_factor_5,FirstLayer_dialogue_share_factor_6,FirstLayer_dialogue_share_factor_7,FirstLayer_dialogue_share_factor_8,FirstLayer_dialogue_share_factor_9,FirstLayer_dialogue_share_factor_10,FirstLayer_dialogue_share_factor_11,FirstLayer_dialogue_share_factor_12,FirstLayer_dialogue_share_factor_13,FirstLayer_dialogue_share_factor_14,FirstLayer_dialogue_share_factor_15,FirstLayer_dialogue_share_factor_16,FirstLayer_dialogue_share_factor_17,FirstLayer_dialogue_speed_factor_1,FirstLayer_dialogue_speed_factor_2,FirstLayer_dialogue_speed_factor_3,FirstLayer_dialogue_speed_factor_4,FirstLayer_dialogue_speed_factor_5,FirstLayer_dialogue_speed_factor_6,FirstLayer_dialogue_speed_factor_7,FirstLayer_dialogue_speed_factor_8,FirstLayer_dialogue_speed_factor_9,FirstLayer_dialogue_speed_factor_10,FirstLayer_dialogue_speed_factor_11,FirstLayer_dialogue_speed_factor_12,FirstLayer_dialogue_speed_factor_13,FirstLayer_dialogue_speed_factor_14,FirstLayer_dialogue_speed_factor_15,FirstLayer_dialogue_speed_factor_16,FirstLayer_dialogue_speed_factor_17,FirstLayer_dialogue_speed_factor_18,FirstLayer_dialogue_speed_factor_19,FirstLayer_dialogue_speed_factor_20,FirstLayer_dialogue_speed_factor_21,SecondLayer_dialogue_inter_factor_1,SecondLayer_dialogue_inter_factor_2,SecondLayer_dialogue_inter_factor_3,SecondLayer_dialogue_inter_factor_4,SecondLayer_dialogue_inter_factor_5,SecondLayer_dialogue_inter_factor_6,SecondLayer_dialogue_inter_factor_7,SecondLayer_dialogue_inter_factor_8,SecondLayer_dialogue_inter_factor_9,SecondLayer_dialogue_inter_factor_10,SecondLayer_dialogue_inter_factor_11,SecondLayer_dialogue_inter_factor_12,SecondLayer_dialogue_inter_factor_13,FirstLayer_behaviorType_freq_factor_1,FirstLayer_behaviorType_freq_factor_2,FirstLayer_behaviorType_share_factor_1,FirstLayer_behaviorType_share_factor_2,FirstLayer_behaviorType_share_factor_3,FirstLayer_behaviorType_speed_factor_1,FirstLayer_behaviorType_speed_factor_2,FirstLayer_behaviorType_speed_factor_3,FirstLayer_map_share_size_factor_1,FirstLayer_map_share_duration_factor_1,FirstLayer_map_duration_factor_1,FirstLayer_map_share_size_factor_2,FirstLayer_itemInter_freq_factor_1,FirstLayer_itemInter_freq_factor_2,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_freq_factor_4,FirstLayer_itemInter_freq_factor_5,FirstLayer_itemInter_speed_factor_1,FirstLayer_itemInter_speed_factor_2,FirstLayer_itemInter_speed_factor_3,FirstLayer_itemInter_speed_factor_4,FirstLayer_itemInter_share_factor_1,FirstLayer_itemInter_share_factor_2,FirstLayer_tool_freq_factor_1,FirstLayer_tool_freq_factor_2,FirstLayer_tool_speed_factor_1,FirstLayer_tool_speed_factor_2,convinceBillScore,firstSetUpScore,secondSetUpScore,thirdSetUpScore,forthSetUpScore,PREU5,ThirdLayer_inter_factor_1,ThirdLayer_inter_factor_2,ThirdLayer_inter_factor_3,ThirdLayer_inter_factor_4,ThirdLayer_inter_factor_5,ThirdLayer_inter_factor_6,ThirdLayer_inter_factor_7,ThirdLayer_inter_factor_8,ThirdLayer_inter_factor_9,ThirdLayer_inter_factor_10,ThirdLayer_inter_factor_11,ThirdLayer_inter_factor_12,ThirdLayer_inter_factor_13,ThirdLayer_inter_factor_14,ThirdLayer_inter_factor_15,ThirdLayer_inter_factor_16,ThirdLayer_inter_factor_17,ThirdLayer_inter_factor_18,ThirdLayer_inter_factor_19,ThirdLayer_inter_factor_20,ThirdLayer_inter_factor_21,ThirdLayer_inter_factor_22,SecondLayer_task_inter_factor_1,SecondLayer_task_inter_factor_2,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_1,SecondLayer_hotkey_inter_factor_1,SecondLayer_behaviorType_inter_factor_1,SecondLayer_behaviorType_inter_factor_2,SecondLayer_mapExp_inter_factor_1,SecondLayer_tool_inter_factor_1,SecondLayer_tool_inter_factor_2,SecondLayer_dialogue_inter_factor_14,SecondLayer_dialogue_inter_factor_15,SecondLayer_dialogue_inter_factor_16,SecondLayer_dialogue_inter_factor_17,SecondLayer_task_inter_factor_4,SecondLayer_item_inter_factor_1,SecondLayer_item_inter_factor_2,SecondLayer_item_inter_factor_3,SecondLayer_item_inter_factor_4
-0.094056243,-0.023364458,0.02327252,0.057227662,-0.026097742,-0.025189837,0.088168223,-0.033062341,0.053581947,0.019473217,-0.004690587,0.002836745,31,High,0,2.233754087,-0.865017015,0.237517271,-0.243604483,-0.025497083,1.924184275,-1.72151351,-0.724594327,0.349776071,0.220364181,0.346990111,0.409618518,1.920177995,1.666481471,0.033216748,0.375425178,-0.47592731,-0.156802632,-0.410425713,0.226267295,-0.104193193,-0.25447627,0.198444257,-0.11644998,-0.120923157,-0.545828394,-0.308661383,0.460343049,-6.602626745,0.582786779,-1.679700428,-1.259523862,-0.92388815,-0.583862494,0.965223528,1.347863015,0.662329725,-0.262356196,0.642948034,-1.044323851,-0.047217121,-0.680886335,0.183924267,0.471243712,1.25565023,0.94341124,-1.281878423,0.162484046,-0.050051659,1.022907729,-0.123863397,-1.258552854,-0.045792093,-0.040886327,0.501680146,-0.068933565,-0.597105466,0.39248344,-0.383400258,-0.706674251,-0.613602963,0.379947397,0.604533881,-0.454807483,-0.154962601,-1.395070537,-0.143663958,0.640201993,-1.128088491,0.130547391,-0.240960048,0.250517626,-0.709218976,-0.437879597,0.079481703,0.432959617,-0.020487936,0.34706878,-0.774786493,-0.500538655,-0.020730674,-0.032051431,-0.143150642,-0.284612392,Small,Large,Small,Large,-1.555042249,3.414884242,0.023186776,0.039185493,1.008861731,-0.169368603,2.371918384,-2.02650182,-1.337642671,1.012789256,0.478553816,-0.018785287,0.107930689,0.132084805,0.367780587,High,High,High,High,High,Low,0.065797614,1.219371296,-0.32008129,-0.579385978,0.887972204,-1.077268059,1.14407282,1.410756527,-1.30972679,-0.755544275,6.26312894,-0.184677565,-0.300471829,-1.678125656,0.909175293,-0.61209403,0.337640037,0.073307283,-0.924532448,-0.996856355,0.4261604,2.304155478,0.022292833,0.854302058,0.48110325,2.221833923,0.611743488,-0.009041239,-1.011098194,-0.74007352,0.568816285,-0.889545392,0.077477307,0.040568842,-0.953799039,3.038716197,0.303080125,1.30856848,-1.444296676,0.777566197,0.547011733
0.018657754,0.07247619,-0.019567534,0.001008358,0.0273036,-0.026475466,-0.012885422,0.032991637,0.036613367,-0.028725656,0.066517035,0.054360115,32,High,-2.072795103,0,0.480777899,-0.020833829,-0.000618462,-0.000959009,1.898849636,-1.509002883,-0.620232399,-0.262984864,-0.369796854,0.095479386,0.269448901,-0.576574934,0.267945259,-0.799518578,-0.149498994,0.274178931,-0.111312887,0.5964203,-0.162840053,-0.424414522,0.224875951,0.235313491,0.006616075,-0.034012025,0.05327814,0.030312918,0.388817404,-0.515265738,-3.196428431,1.131260364,-0.349255765,-1.354846126,1.048259144,0.418109833,0.933991198,0.925209385,0.871198926,0.832337727,0.056831051,-0.36860882,1.029005514,0.766015736,1.380299883,0.069812511,0.75860945,-0.314479151,1.614090988,0.612828892,1.217319999,-1.613282921,0.723843913,0.417856111,0.373821154,0.870734216,-0.364880097,-0.071668477,-1.072722205,0.346535995,0.212346361,-0.711387,-0.296385383,-0.911013809,-0.202404464,0.394177284,-0.204680603,-0.883300163,1.686851608,-0.215561406,-1.144373776,-0.437097502,-1.395464839,0.153265466,-0.365711925,0.818883036,-0.353005561,-0.00069369,-0.419701861,-0.297116851,0.330344371,0.131865003,-0.563829659,-0.511621528,0.068723291,Small,Small,Small,Small,-1.931848704,3.403162474,-0.070057775,2.451069908,0.509042958,1.275172034,-1.302831641,-0.107450068,2.738343704,-0.069415649,-1.76935056,0.646572242,-1.168186254,-1.126825032,-0.079699703,High,Low,High,High,High,High,-0.787362021,-0.669782358,-1.874407063,-0.657775664,-1.768141723,1.528477333,1.369098939,-2.030877711,0.01195121,4.671187341,-1.574713279,1.235838396,-1.052187322,-0.782261526,-2.998393797,0.359674816,-3.441663951,-0.332982179,-0.305406207,-1.773212304,0.551012416,-2.172069508,0.00843264,-3.284449243,-1.939654967,-2.614994995,1.130626702,-2.369547796,0.084494536,-0.924780535,2.036215095,0.932099935,1.580892622,-0.739783295,-1.923324208,-3.42145945,0.701319444,1.553576172,1.835991263,-1.800208242,-1.62728065
0.054963313,-0.054495764,0.017805612,0.00430565,-0.109847418,0.090445106,-0.061938528,-0.059399245,-0.011911332,0.101452142,0.078698695,-0.061093765,33,High,3.77378755,0,-5.081298521,-0.017402539,-0.01357502,-0.010724877,1.787235607,-1.84331151,-0.943745658,-0.357143022,0.282638434,-0.131208342,-0.463445883,0.07609009,-0.275395815,-0.327394059,-0.134071859,-0.201146416,-0.441289074,-0.096682242,-0.056218473,0.319550099,-0.382035575,0.086643291,0.027439255,-0.034506907,-0.179001552,0.225792199,-0.094825259,-6.858870399,-0.384702063,-1.804104486,-0.70067473,0.217236703,-0.464579656,-0.403571929,-0.526643207,0.389531288,-1.285089737,-0.208422559,1.110467951,-0.200664239,-1.593186419,-0.790557682,-0.306648013,-0.166316715,0.689063601,0.350020861,-0.470368728,0.480378823,0.124590558,0.37319815,0.79099497,0.541820481,1.184303673,0.323594991,-0.344192461,1.262215687,-0.695629035,0.41781726,-0.247438973,0.101120354,-0.251299481,0.079408577,-0.525232048,0.160406205,0.223389391,0.087767204,-0.117449663,-0.271616865,0.137440971,-0.349556545,-0.509294777,0.077933233,-0.082152908,0.400825219,-0.146839,0.162998701,-0.165170375,-0.328412212,-0.424808012,0.21055526,0.529012637,0.555705393,0.156068764,Small,Large,Small,Large,-3.48179957,5.207633861,0.052280365,1.203229697,0.667601987,0.18440291,-0.924538634,1.667145871,-0.37912919,0.537415226,1.611458434,-1.959259203,3.486717335,3.640878998,-0.453032233,High,Low,High,High,High,Low,0.433075291,0.024129618,-0.867483437,2.204540675,-0.976409211,-0.990105356,0.267416838,0.404128562,0.52425745,0.224719833,-0.262595845,0.676993743,-0.645971813,0.308327837,0.015076781,-0.875658808,-0.073103936,0.693285389,-0.306363713,1.344663689,0.674289087,0.507839245,0.662663644,-0.754439509,-0.268817248,-0.008208719,-0.515902796,1.848646529,0.381384374,2.349370025,-2.36759745,0.269052417,-0.75018179,1.233011974,-0.19869948,0.856597773,-0.172191508,-0.509612936,-0.220025699,0.74707216,-0.401792653
-0.074227776,0.00803942,-0.003902152,0.003277258,-0.005078719,0.002054135,-0.002913852,-0.084673123,-0.008222394,-0.009906736,0.012900044,-0.004946032,34,Low,0,1.672988726,-0.935527805,0.000175505,0.014474944,-0.003983058,2.797375825,0.565165543,4.074023531,0.879857666,0.766582532,0.604142847,1.607736545,1.575648024,1.923231509,-0.727700572,0.38373295,-0.121025516,-0.244801551,-0.834429105,0.226565392,-0.127651679,0.087816986,-1.186180304,0.480545765,-0.086780851,-0.349664666,0.101928565,0.244388756,-5.269692186,1.172679033,-0.806590604,-0.841081967,0.906127634,-0.970020219,2.383450134,-0.407473676,0.224770949,-2.475340711,-0.629819957,-1.47492914,-0.29187371,1.303081082,-1.84121884,0.636362237,-0.769283033,-1.265943354,0.340965308,0.726477117,0.108701794,-1.486794239,0.428020636,-1.21892634,-0.431398737,-0.488425619,1.066770664,-0.19848055,-0.861833482,-0.250725804,0.653379737,0.301266168,0.251312512,-0.935371464,0.413652782,0.56376888,0.313512673,0.127282408,0.182250733,0.97740142,-0.067643451,-0.41884229,-0.55704511,-0.246316375,-0.763638028,-0.282275369,-0.347062298,0.155724999,0.694693779,0.145352639,0.085328288,-0.444889476,-0.440652928,0.148002018,0.066905535,0.106725528,Large,Large,Small,Large,8.809444175,-4.763272699,0.163520952,-4.308041479,4.110821213,-1.779064465,-0.666652903,-3.41039784,-1.900652957,-1.670603056,-0.519515782,-1.293901675,1.993159497,1.812124274,1.038895512,High,Low,High,High,High,Low,0.792364906,-1.888149482,-0.570566607,1.151385906,1.363771643,-2.122403767,1.528832329,0.944079022,-1.764921203,2.699662024,-0.228958054,-0.873052578,-0.53436557,-1.269395759,1.383971361,-0.269197772,-3.495898565,-0.659015838,-0.809111778,-0.923027722,-1.011875391,1.368534694,1.160515692,-1.558852436,-1.847728027,1.261425976,0.639658696,2.387326109,-0.447825472,-1.056419905,-1.110636056,0.260512198,-0.800264373,0.408987261,-0.153335348,0.746797424,2.071626264,-1.929198412,-1.046410083,1.264968977,-0.288465068
0.040681811,0.035427968,0.050478917,-0.016741962,0.014263677,-0.059031548,-0.028029427,0.056055866,-0.000621613,-0.121824383,0.081529262,-0.068879277,35,High,4.901296145,0.811044741,0,0.023705518,0.02443049,-0.030054374,5.701525743,7.990720638,-2.394277441,-0.919954164,4.534095604,0.499558449,0.0712306,-0.349296272,0.126829048,0.132738133,0.795619683,0.514740634,-1.550716604,1.067967518,0.853185213,1.337609575,-0.298281093,0.990618067,-0.213836885,-0.008561475,-0.237611566,-0.607185373,-0.549204599,2.060596667,-1.492522592,3.254403729,-0.097995835,-1.085591035,-0.131126152,0.471152509,-1.269143302,-0.081097047,0.375674007,-0.955702089,-0.611261211,1.022283688,1.427783499,-0.47239169,-0.242930293,1.963145887,-0.780790521,1.639110812,-0.878430588,0.28796481,-0.573721437,-0.124175927,1.896014856,-0.410831049,0.244535008,0.484689616,0.712526358,-0.154047647,-0.372450336,0.277252794,-2.011930216,-0.141547675,0.864810929,-0.417873627,0.391381882,0.917412193,0.032422306,-0.219748393,-0.78747796,0.001484847,-0.138746218,0.111254191,-1.00191134,-0.300662785,-0.014025032,0.204314377,-0.276036834,-0.034343344,0.511426435,-0.627548793,0.598115285,-0.131631497,0.116425375,-0.083668003,-0.142158205,Large,Small,Small,Small,11.21454949,-1.35650465,0.848761365,-0.045121964,1.829696833,1.107143712,-3.39938013,4.117259426,-0.59521597,-3.222525219,1.406269005,0.313893477,-3.92629858,1.030322806,-1.787711569,High,High,High,High,High,High,1.051052867,-0.149346769,2.209742564,-0.674904709,-0.420973298,-0.381365804,0.018587436,0.22576302,0.314334345,-0.951992571,1.147694827,-0.806334968,-1.01753175,0.727707563,-1.178322163,0.237730466,2.90297528,-0.04800917,1.1885077,2.566381174,-0.709852878,-0.417484183,0.821928842,-0.239327151,1.036742897,2.501654707,-1.982026391,2.431338305,-1.377414252,-0.301577911,0.171771498,0.367428768,1.805205164,1.624304227,-0.475170362,-1.611188998,-0.49356145,0.223682664,-1.229932097,-0.678963009,-1.643961872
-0.065704091,0.02875879,-0.023450695,-0.018928942,0.016427703,0.02932298,-0.022852294,0.046850655,-0.048174677,-0.189127101,0.139267843,0.051563061,36,High,-1.719771637,-0.9185665,0,-0.003636032,0.005426511,0.003092196,2.5612237,-1.900344982,-0.580801668,-0.274134233,0.530218804,-0.864761122,-0.182520735,0.022511851,-0.043872994,-0.878724668,-0.562126595,-0.372097463,-0.148355717,-0.261381227,0.08556805,-0.171234021,-0.11232044,0.23743867,-0.283859275,0.111792604,0.222555101,-0.165870396,-0.341473452,-1.364103706,-1.084827293,1.733375044,-0.630057458,-0.478520193,-1.128177816,-0.943807652,-0.30109407,1.736143915,-2.088709237,-0.990275302,-0.29175087,-3.069228717,0.487975686,1.178989909,-0.717558816,-1.334960128,-0.184243319,-0.157212643,1.124131168,0.695765028,-0.891346772,0.7956862,-0.140643132,1.724074172,-1.302706395,-0.85191025,0.084021236,-0.895809708,-0.340915485,0.439779224,-0.032522028,0.489993497,-0.37075434,-1.281640548,0.670676071,1.660730672,-0.562449287,-0.211417847,-0.245488326,0.8636151,-0.064144766,-0.37477735,0.36295873,0.051316077,-1.290522939,0.749935422,-0.09978326,0.76643275,0.007190044,-0.44227022,-0.280802342,0.146931871,0.032373514,-0.31953773,0.055451606,Small,Large,Small,Large,-2.37733812,5.320955694,0.172549761,-0.210885194,0.289075801,-0.218562644,0.577186848,-0.289638798,1.120037979,-1.08158121,-0.799060172,0.646572242,-1.318607145,-0.994866311,-0.073694282,High,High,High,High,High,High,-0.7292454,-0.886372633,0.286826521,-0.427108041,-0.872332031,-0.780343237,-0.681102015,-0.352471675,-0.653630667,1.082868785,0.331053759,-0.133939577,-0.10734678,-0.285146356,0.094554218,0.863145503,-0.544866748,0.694308874,-0.142808797,0.091783338,-0.51850688,-0.482874463,1.51486827,-0.875484852,-3.215579328,-0.53989515,-1.608124448,-1.038196524,-0.361427372,0.789406662,-0.358119774,-0.348778133,-0.030281342,-1.343593875,0.145444962,-0.650992882,1.599655571,0.632534498,1.64684104,0.142617422,-1.129547018
0.024682424,-0.040969938,-0.109117235,0.037802725,-0.03244037,-0.021576593,-0.041081802,0.0225089,-0.004299351,-0.085600065,0.004949506,-0.161137272,37,High,-2.069976615,-1.596136364,0,-0.020889374,-0.007980151,-0.010188577,2.142987928,-0.832914309,-0.478948864,-0.488716824,1.708175094,0.626498676,-0.228555178,-1.436800876,-0.381937008,-0.28770093,2.100091942,-3.374171664,2.689402717,-0.027466405,0.758183888,-0.78846594,-0.185717958,-0.234464614,0.596441783,-0.061431345,0.098827538,0.076423812,-0.180728804,-5.397168596,-0.217222227,-1.299134825,0.687453532,-0.448439896,-1.141346591,0.253251937,0.259040734,-0.611538793,-0.330395096,-1.748343506,0.49257731,0.71272577,0.054056158,0.242152196,0.523870396,0.222674158,-0.848059924,-0.304098247,0.168716856,0.043836549,0.682248044,-0.58711812,0.994616487,0.1673209,-1.393621501,0.025899795,0.172530631,-0.015560545,0.387283044,-1.027188874,-0.41143299,0.335142922,0.337724429,-0.199186373,-0.023448526,-0.434909434,-0.075617815,-0.056455424,0.508280114,-0.272525449,-0.440002191,0.42394107,-0.727600421,0.390552542,0.638864823,-0.145906446,0.981616542,-0.761876123,-0.093958366,0.331289802,0.01515411,0.004924199,-0.071760545,-0.523399794,-0.0794304,Small,Small,Small,Small,-0.252941134,3.665650487,0.188235444,1.56735349,1.606370111,-0.230376875,0.376049859,1.928347512,0.515277396,1.255113192,1.151380808,0.979251006,-1.10176987,-0.993115537,0.237007916,High,Low,High,High,High,High,0.920742497,1.702801661,0.652245021,-0.616549401,0.379394497,-3.183771745,-0.061366647,0.958273575,1.256928612,-2.570499496,-0.413156551,-1.404047855,0.067997646,0.257950022,2.004372399,0.53705531,1.981501746,0.246243747,-0.727301111,1.886766415,-0.127044319,2.003901116,-0.012700462,3.373587599,1.828938651,0.341152398,-0.296319189,-0.635471891,-1.930591217,-0.778369123,0.838294589,-0.666055115,-1.370075553,0.218868917,-1.250960172,0.359397233,-0.464698554,-0.711438197,-1.423508549,-0.573090999,-1.10168344
-0.011894056,0.00967274,-0.008466489,-0.048969865,0.017683918,0.005438613,0.06655732,0.007848496,0.009498695,-0.057960933,0.011384489,-0.027609177,38,High,0,-0.29969333,1.587378256,0.008372061,0.039394185,-0.001888611,2.340522716,-0.517884512,1.217776392,0.326619512,-1.25395501,0.267112391,-1.451153431,-0.167973874,-0.576534846,0.423250101,1.243117672,0.754016191,-0.588399687,0.135864009,-1.018098514,-0.147377222,-0.166709848,1.742076699,-0.181574554,-0.339542195,0.178725218,0.067646114,0.016681194,2.725239051,-2.479124333,0.383105313,-0.028471728,1.282887332,0.262267996,1.132602538,-0.067791568,-0.251426313,-0.147612027,1.22671514,1.04325175,0.71293235,0.20536281,-0.524312417,-0.90649957,0.330853039,-0.631433065,-0.089084891,1.00366131,0.128769444,-0.618518439,-0.632378461,0.182870791,0.68907704,-0.399933547,0.54556057,0.926025465,0.387450116,0.168725558,0.108507212,0.017789749,1.265267476,0.260464914,0.24932991,-0.671242593,-0.273112375,0.61229652,0.406233391,-0.177561559,0.562035811,0.502909199,0.661651089,0.181917493,0.38077021,-0.383279686,0.443548383,-0.535832175,-0.889386185,0.063998662,0.105012121,0.195189653,-0.17142825,-0.278580261,-0.244869695,0.001637786,Small,Small,Small,Small,4.103958434,1.209673176,0.521200893,-2.224170774,0.857325591,-4.258927323,-0.857517516,0.21969442,0.361708341,0.03062161,0.620130145,-0.018785287,0.568261226,-0.326557156,-1.718299724,High,High,High,High,High,Low,-0.747959339,-0.516553298,2.423399048,-0.818922195,0.507564753,0.604070589,0.648418531,0.298224488,0.897460775,-0.875277173,1.250781447,-0.525185792,1.278728294,-0.651223737,1.953361213,0.549016078,0.699480824,0.370898756,1.298478555,0.441171157,0.34788069,0.539171805,0.903283416,0.346809035,1.989554607,1.377381562,-0.55106522,0.344809389,0.296518012,-0.193232944,0.014357297,-0.542066555,-0.185642819,0.444627092,1.37232013,1.255588625,-0.09185504,1.528876464,-1.454458076,0.563955778,0.315957059
-0.055533141,0.017225167,-0.0340127,-0.036961131,-0.064104452,0.070203134,-0.058990986,0.047596001,-0.049563939,0.069406079,0.069914987,0.081215102,39,High,0.750471951,4.434233295,0,-0.022649535,-0.00363291,-0.018548653,2.491890634,0.098179716,2.543217426,0.23042105,-1.135994709,0.385165914,-0.609515419,-0.366574072,-0.509116827,0.199032732,0.984081862,0.390395756,-0.637220985,0.266819483,0.025290472,-0.364536802,0.437080714,0.751174654,0.039539111,0.042006994,0.374744022,-0.041942097,0.233043378,-1.279727399,-0.834477131,1.70231047,1.45514184,0.594525139,0.469766355,0.088390772,-0.762158279,2.67403348,-0.216209636,0.437837779,0.737278128,-0.717643758,2.225865931,-1.854785885,1.362527385,0.62253515,-0.450496125,1.072754444,2.489147425,1.277924707,0.998775254,-0.498076148,-1.585897951,0.368438079,0.863097975,-0.557298791,-0.602110565,0.334152337,0.218185586,-0.759819369,0.861595897,0.866099656,0.96203741,-0.893902735,0.673238304,-1.219751724,-0.751230442,-0.548731978,-0.137077157,0.49396815,-0.486974857,0.405631566,0.551603584,-8.83E-05,1.028487585,0.842962478,0.169584902,0.636229445,-0.54594515,0.000164783,0.083792491,-0.338266297,-0.087608547,0.278555173,-0.049847982,Large,Large,Small,Large,2.706900965,2.491732904,0.419653137,-0.937996621,0.196820556,-1.954303491,-2.500309167,0.787733995,-1.603990477,1.689759755,1.986024172,0.979251006,-0.765772469,-1.207833664,-0.063623791,High,High,High,High,High,High,-0.19193149,-1.737403927,1.535671201,-0.50895601,-0.739542831,-0.521408518,0.818285248,2.251473887,0.635234623,4.147167637,-0.251540605,-0.609598644,0.122924087,-0.308687293,1.656075453,-1.341706914,-1.981451872,1.065454669,-2.719135523,-1.917990976,0.531801071,0.756457241,1.198944675,-0.560367137,-0.651788002,1.369774302,1.140426941,1.60298592,0.149627136,-0.725875103,2.122479961,0.307307429,0.869695836,2.149492467,1.267593838,1.409499519,0.183628741,0.25787882,-0.41166672,1.717198268,-0.526968561
-0.055951301,0.035543722,0.026876777,-0.005213109,-0.008428463,0.015232746,-0.063849108,0.101401276,-0.047999782,-0.090707069,-0.002885575,-0.043536999,40,Low,-1.226056916,1.2807629,0,-0.008737729,0.023112492,0.070113286,2.172783487,-0.486794152,1.333689986,-0.056152041,-1.099042327,-0.757379808,-1.082150287,-0.870110852,-0.785863844,3.017269559,0.686016726,0.111772534,-0.662589196,-1.050386659,-0.170195818,0.776680305,-0.39783595,0.285716163,0.162382728,-0.245523094,0.197123733,1.137277824,-0.687667995,3.905646055,-1.842550393,0.862481086,0.769764566,1.725186135,1.804544867,0.581190218,0.481022204,-0.988393299,-0.502306868,-0.862721044,1.297404423,0.873781238,0.276234657,0.185093835,0.178123539,1.177856486,0.023219795,-0.530326925,-0.219310707,0.431314893,-1.299742724,0.371076786,-0.847856907,0.498285856,-0.104443117,-0.377180257,-0.553994118,-1.42592198,-0.260885246,-0.367523139,0.166026205,0.518647022,0.098709057,0.231419654,0.306097382,-0.162313906,0.341116361,-0.628009804,-0.08023828,-0.408995184,-0.439337294,0.168390179,-0.014079373,0.114531832,-0.502217147,0.416600682,0.579140167,-0.345063184,0.528253988,-0.310649671,0.482177773,-0.435334489,0.297444346,-0.198551737,0.008610778,Large,Small,Small,Small,5.102416879,-0.425277187,0.058571643,-1.842388409,-1.455719871,-3.629595837,2.995829037,0.497460851,0.740686413,0.354368608,1.960614075,-0.684142816,-1.118363054,0.441025622,-0.536605596,High,High,High,High,High,Low,-0.562187681,-1.332827874,-0.952628681,0.621507053,-1.69513407,0.318797843,0.8142251,-2.311869683,0.545629755,0.036209946,-0.263271012,0.19546004,0.295025943,0.090780265,-2.868616698,-0.687845711,0.394374796,-0.040280994,-0.203141664,-1.283542427,0.186899503,-2.15720623,-0.877184183,-1.570715076,0.101652655,-1.659887691,-0.022883532,-2.469377375,2.02837472,0.520853581,0.243272758,0.403278605,1.562708352,-0.381459488,0.414736407,-1.966578664,-0.301033271,1.112912945,0.788563474,-0.247473189,-0.852790896
