SecondLayer_behaviorType_factor_1,FirstLayer_itemInter_share_factor_1,FirstLayer_tool_speed_factor_2,FirstLayer_itemInter_freq_factor_14,SecondLayer_tool_inter_factor_3,FirstLayer_itemInter_freq_factor_5,ThirdLayer_inter_factor_10,SecondLayer_task_inter_factor_1,FirstLayer_dialogue_freq_factor_3,SecondLayer_tool_inter_factor_2,FirstLayer_tool_share_factor_1,SecondLayer_task_inter_factor_2,FirstLayer_arg_speed_factor_3,FirstLayer_itemInter_freq_factor_9,FirstLayer_dialogue_freq_factor_1,FirstLayer_itemInter_speed_factor_11,FirstLayer_tool_freq_factor_2,FirstLayer_itemInter_speed_factor_10,FirstLayer_tool_speed_factor_1,ThirdLayer_inter_factor_7,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_speed_factor_6,FirstLayer_itemInter_freq_factor_1,SecondLayer_Item_inter_factor_4,plantScore,upstreamArgScore,ThirdLayer_inter_factor_16,FirstLayer_itemInter_speed_factor_2,FirstLayer_behaviorType_freq_factor_2,ThirdLayer_inter_factor_9,FirstLayer_hotkey_freq_factor_1,FirstLayer_itemInter_speed_factor_1,SecondLayer_behaviorType_factor_2,crateDeliveryScore,FirstLayer_dialogue_speed_factor_9,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_4,FirstLayer_dialogue_speed_factor_2,ThirdLayer_inter_factor_17,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_speed_factor_3,FirstLayer_behaviorType_speed_factor_1,SecondLayer_hotkey_inter_factor_2,PREU3,ThirdLayer_inter_factor_5,playerName,POSTU3
0.312653611,-1.188124487,-5.464374,1.067012081,-0.950609773,-0.187793706,-0.032066247,0.407036677,0.317564509,-0.506080625,1.33425758,0.966907421,3.230616124,-0.067609451,-0.384813269,0.689114119,0.274910682,2.289788597,-6.86768,0.211872818,4.583099,-1.184201924,0.178767099,-0.590875135,1.772597944,-0.269030167,-1.357570068,2.092175982,0.12313041,-0.647843962,-7.767385,-1.183669676,0.96144785,1.396799874,0,0.258058368,-0.387159767,-0.377805042,0.548858108,0.295616362,-1.384590136,-0.171622171,-0.154434297,High,0.906562096,41,High
-0.562353015,-0.263370912,-0.040217385,-0.2164212,-0.517877276,-1.443386883,-1.921795756,-2.40569326,0.013426045,0.20316232,0.801149351,2.070651987,0,0.260442054,-0.287386788,2.74120031,-1.413088162,1.942959758,-3.499732,1.865930735,0.81387126,1.019524898,0.936855472,0.313709698,-1.835720251,-2.583673201,-1.852100881,-0.915399476,-0.860592078,-1.153552958,-1.9510067,-0.40711312,-0.525873577,2.016384102,0,1.226178748,1.683304365,-0.091352758,1.287365582,-2.628701898,-0.140461554,-0.541322195,1.478623401,High,0.436235498,42,High
-1.905281883,1.735773549,-1.9499005,0.073207546,0.436162526,-3.89179377,-0.184099887,-0.767706154,0.177851248,2.302450646,-0.430319247,0.586477988,0,-1.078575609,-0.271482235,1.526998259,0.797618187,0.954654319,0.6468857,-0.766236812,-7.990751,-2.325551785,2.460501565,0.715336402,-2.104701569,-2.518708725,0.170061786,0.722454969,1.377544269,-0.113786025,2.1545959,3.963894637,0.419524889,0.573633153,0,0.445462619,1.700533438,0.115721701,-0.12980532,-0.312033459,0.731011923,-0.338268988,0.409492088,High,0.540032319,43,High
-1.198571477,0.529725338,-6.1886625,0.705161275,0.139929339,0.986518572,0.433861068,-0.431608643,-0.033069883,-0.212971157,1.377311933,-0.587345118,0,-6.016929632,-0.121918027,-1.533984004,-0.82801074,-1.756219303,0.30460206,-5.82348105,0.75703657,1.977802669,0.291808104,0.014666567,2.153124628,0.991979333,-0.316516613,-1.855572166,0.348938539,-1.703467106,-3.3119438,2.085973871,-1.076216807,1.15755158,4.09345703,-0.820487388,0.839543842,0.002788088,-4.19199591,-1.663550286,1.353331738,-0.618587056,-0.820596043,Low,-1.352085276,44,High
-0.64645724,-0.875645582,9.276901,-1.571475281,-0.170235363,1.443266058,1.142302178,1.649632885,0.222420566,-0.003452208,0.950149192,-1.017564787,0,1.905532532,-0.73529215,1.815310363,-0.700605027,0.435616366,5.565773,0.307999994,22.339758,0,0.806877233,-1.074386106,-0.119658262,-0.052784621,0.041173291,0.565330242,1.427781839,0.155355226,31.273836,-0.874533687,0.307702728,0.227614115,0,-2.341043987,-0.751243896,0.114438917,0.031483756,3.363203431,0.888800469,0.338363054,-0.882597941,High,0.996543633,45,High
0.028284736,0.148366947,-4.3676953,-0.175731829,-0.911876121,0.25786711,1.193998834,0.693570128,0.346482487,1.068445445,2.256117711,-1.204996953,0,-3.726288793,-0.192707033,1.771452434,-0.243917474,0.827205275,-6.21845,0.022058352,2.688485,-1.457400042,0.791715136,0.313064881,3.008838537,-1.268760328,-2.15320812,-0.622102634,0.068596803,-1.426948228,-6.4636016,0.909980838,0.886710747,1.892446111,0,0.669810319,0.697000302,-0.11213382,1.680132148,-0.526819355,-1.489662227,-0.769514654,0.468362614,Low,-1.275043944,46,Low
-1.223676531,-1.376184321,-2.0181465,-1.393267419,0.373230933,0.47637425,1.550359195,-1.585881991,0.232162055,1.171502436,-0.351175813,0.719964966,0,0.78854994,-0.12795978,1.804299566,-0.926426546,0.657976172,0.65085363,0.308862286,-6.130527,-1.268175453,-0.396507869,0.609324613,1.694681067,-1.673058042,-0.01073844,0.572903496,0.14242472,-0.131328546,-4.9519343,-0.124356979,0.581490045,0.057668547,-0.952287246,1.679068948,-1.012368628,0.096288949,-0.048394313,1.909586251,-0.027168902,-0.943897087,-0.576266621,Low,0.999638179,47,High
-0.478252491,-0.255657071,0.48533356,1.819882514,0.933761043,-1.559574979,0.1946697,0.729464329,-0.024666268,0.408154002,-0.432641004,0.869868737,0,1.909765655,0.932353917,1.131437963,3.045358158,1.144070523,-4.8054757,-0.00510903,10.818604,-1.336712598,-1.789377543,-0.209122,-0.571161556,0.234137575,0.082330854,0.857056253,-0.352530449,-0.793393089,-0.8621837,0.935373825,-0.475292526,0.785586531,0.540918141,1.877183846,-0.213004733,-0.066481552,0.547400493,-1.209074702,0.347276117,-1.134673843,1.119588397,High,0.622782345,48,High
0.617006997,2.416718619,-4.579326,-0.279350569,-0.911780059,-1.008752951,0.743597047,-0.444609827,0.247853452,-2.850352665,2.025652679,1.059571624,0,-2.347797896,-0.210857582,2.597055585,2.095557479,-0.020790638,-9.954853,0.224585224,-1.1456497,1.040399741,-0.179793731,-2.233013695,2.623250747,-0.758418947,0.744620277,-1.078487172,0.201766153,-1.462025382,-14.046805,-0.305882381,-0.579187323,1.32945998,0,-0.159643389,-1.163657255,0.134037115,0.350655082,0.77152353,0.898786844,-0.151890525,1.896554239,Low,-1.185309267,49,High
0.226311292,2.447457528,1.3932928,-1.00336367,-0.195670541,-0.979021556,0.762958059,0.990640632,0.059297523,-0.870414432,1.648509562,-2.850601425,0,-3.879295609,-0.239281163,2.054698036,-4.460172983,-1.198502304,-6.8860235,-1.117052845,-4.600822,-1.098036805,2.78903148,0.058374758,-1.210356577,-1.401887204,-0.397475364,-2.212624515,-0.226640567,-1.706502345,-13.263014,3.789912242,-0.991392658,1.291990384,0.828192952,-0.413373931,0.61060945,-0.050198684,1.790731628,1.442775312,0.303370143,1.063692021,0.435643728,Low,-1.903822228,50,Low
-0.469986006,-0.001381233,-1.9325609,1.528060813,2.052584338,-3.358818393,1.016713329,0.752997449,0.002549469,3.691865596,-0.471051843,0.37615599,0,0.315025219,0.868938806,0.842023175,2.384327603,0.702025011,9.921268,-0.772879504,-10.984538,0,-1.165361704,0.565754899,-0.498881003,-0.813628396,-0.116028533,1.61779367,0.905656969,-0.199324743,5.1313014,2.199334326,-0.780271577,-0.02269388,0,1.061496475,0.272843076,0.058841902,0.582492701,-0.606071134,0.934299744,-0.639917901,-0.293501806,High,0.5586807,51,High
-0.155979405,-0.078803749,-3.8307278,-0.467971901,-0.39472868,0.952054928,-0.159136484,0.398713986,0.673123419,-0.450372501,0.834916676,1.434008723,3.076669208,1.189268448,-0.09765281,0.75877221,0.264928986,0.41552363,4.3282084,0.478923241,6.4121666,-1.097316055,0.216926027,-0.47143544,0.186269874,0.539565261,0.696938919,-0.884023417,-0.161288809,-0.396949552,-3.4880676,-0.591028597,1.06675544,0.069069937,0,0.351365671,0.653660869,0.014414072,-0.465192451,-0.629159415,0.0594275,-1.199028383,0.109043434,High,-0.26562015,52,High
-0.667862567,-0.233602216,5.409376,-0.422944061,-0.390563368,1.190785653,-0.615091253,1.63614239,0.310034595,-0.690383543,-0.471051843,0.231353734,0,1.500772526,-0.412625578,-0.606695329,0.570635057,-0.40072684,-7.2045226,-0.328989106,-0.58141613,0.859912609,-0.913573747,-1.019025885,-0.118328296,1.252089068,-1.512222188,-1.476946335,0.553568675,0.828646165,0.3962853,-1.277236477,-0.577507872,-1.402743824,0.94844013,1.058517659,-0.231724633,-0.103362775,-1.655656649,0.26519869,-0.746379017,0.357604253,-0.906426432,High,0.048691095,53,High
-0.113081961,-0.230379562,9.841149,0.04234772,-1.027592414,0.599248337,-0.250046712,0.179146596,-0.208310429,0.537144924,0.181932417,-2.066972552,0,-0.140557215,-0.312824457,0.465667466,-0.139230534,1.33982331,5.699585,0.633623243,1.1391507,1.10895651,0.367516752,0.087832426,-1.069961487,0.121284974,-0.395243765,0.83891866,0.597771961,-0.090698902,5.839629,-1.387392361,0.79183409,0.759985207,0,-0.263072216,-1.093876591,0.165012766,-1.149962848,3.07901507,0.991020505,1.505588453,-1.222770226,Low,0.220147818,54,High
-2.780091803,4.00379623,-0.3208943,-1.374714419,0.585909658,-0.3383378,0.712534374,1.080358846,-0.050264951,1.943199608,-0.92269488,-0.543631619,0,-0.730141378,-0.106697528,-0.597574535,-0.812994464,0.121859113,2.521787,-0.140762954,-2.4936552,5.157584546,4.343280086,-1.253884855,-1.399599609,2.097739751,0.64137241,0.279765932,-0.167673971,-0.068584148,-3.7251253,4.676198564,-3.189558557,0.532793016,0,-1.969277807,-1.590466735,0.38131854,-0.621515906,-0.678175277,2.17464827,-0.750879664,1.911842567,Low,-0.262094707,55,Low
-0.773443878,-1.278809205,26.167416,-0.1392828,-0.305446584,0.038370261,0.093426575,-0.781890534,0.238698584,1.11529469,1.910420162,0.724536284,0,0.298949726,-0.352929341,1.813083187,-1.660875997,0.378644824,-39.794777,-0.028940824,0.033038035,-2.987211958,0.29747943,-0.244967185,0.646089473,-1.673058042,0.035624916,0.355964408,1.243143153,-1.524659094,-12.116366,-0.309491525,1.297472084,2.368834399,-1.046189231,0.29579173,-1.001172108,-0.087334862,0.408732952,0.798704532,-0.324158135,-0.339882765,-0.470899888,Low,0.308486472,56,High
-0.961744073,1.478890529,-13.362128,0.174296065,-0.059569567,0.059947587,0.43077621,-1.032978948,-0.437686445,0.288896076,2.332939389,-0.734376358,0,0.059462651,-0.299051819,0.671761515,1.693360764,-0.687408645,-5.5119457,-0.970023636,8.155038,-2.495145247,-0.573592829,0.299945659,0.773894248,-0.960534235,1.035511988,-0.438354866,-0.411411983,-1.906307451,-8.178766,0.23140751,0.638193683,2.342254492,0,-0.155087544,-0.812477531,-0.053679561,-1.41940485,1.317563737,-0.214710562,0.727963294,0.464576479,Low,0.219564249,57,High
0.530131633,-0.274394883,6.3059645,-2.528387381,-0.032648412,2.319655612,0.561673141,-0.429103574,0.308811414,0.274542549,0.258754094,0.266280722,-3.021138356,1.530295472,-0.583335157,2.407236384,-0.216052212,0.733488292,6.252837,-0.651727312,-1.3352306,0,0.281003961,1.195406687,0.988545313,-0.269030167,1.258919653,0.387340468,1.20102325,-0.835023042,3.4986544,-1.192098385,-0.21467496,0.706829193,-1.907474755,-1.432922949,-0.012823476,0.223661239,-0.72550814,0.782098303,0.89196724,-0.233230583,0.080371255,High,0.79257834,58,High
-0.487833855,-1.100689658,0.4498242,0.071054678,0.144916069,0.170472939,0.337637236,-1.058088376,0.310584208,0.693121513,1.564722613,-0.309272935,-0.813403728,-1.271823144,-0.353983896,0.775729512,-1.759889554,0.453175252,-8.308077,0.422566409,7.7946267,0,-0.50376059,-1.498081503,2.107362857,-1.673058042,0.348659331,0.534540536,1.538908888,-1.027354739,4.9241166,-0.843712902,1.218151017,1.775125512,-0.781399538,-0.223466372,-0.519148474,-0.059335537,0.306048017,1.452378013,-0.315165144,-1.271187566,-0.02536087,Low,-0.031321492,59,High
0.257244401,1.378025573,-6.573904,0.617073925,0.152242822,-0.507698104,-0.390498397,-1.057817491,-0.119392206,0.378530359,0.297164933,-0.401567719,0,2.009261234,-0.303557159,0.129960506,0.127830962,2.318708489,-8.677531,-0.184036951,-10.9696245,1.291826845,-0.189151566,-0.322877366,-0.524733288,-0.269030167,0.254368295,0.510499088,-1.982955547,-0.29973517,0.37639326,-0.357910425,-1.471541941,-0.442991764,0,-0.550445692,0.214324212,0.264109646,-0.486692416,2.089397009,1.340652228,-0.86621675,1.478558404,Low,1.356613005,60,High
-1.873717067,1.85579294,2.5263956,0.667883787,-0.153999392,-2.321631659,0.09230768,-0.483288985,-0.070290977,0.803894269,1.142203386,-1.711761039,0,1.017727919,-0.469646287,2.447780446,-0.272132371,0.832967494,-7.929678,0.370431212,11.986372,-1.518771275,1.314582379,-1.01098471,-0.222211439,-3.651281605,-1.020495246,0.17040138,2.025798486,-0.2628156,-8.026828,-0.002773155,0.281955753,0.865660949,0,0.691567626,1.666061181,0.202475179,0.088263704,-0.19260739,1.587020128,1.679283015,0.272437937,Low,0.865479194,61,Low
0.27455744,1.650543864,1.3645058,-1.394019452,0.314578991,-2.161379535,-1.178445045,-3.185820532,0.08219729,0.527860786,0.450808288,-1.047713608,0,-2.616607638,-0.14839482,-3.402871078,-0.320198534,2.368162203,-4.3276973,-1.536249728,-33.88326,-1.63536876,-0.794304867,0.220623198,3.013818589,-1.673058042,0.212041938,-1.610557412,-0.938173104,1.12425272,10.259332,2.419950413,-0.151869901,-0.884003138,0,-1.602154163,-0.88050709,0.168806879,-1.38862766,-1.18958555,0.399850923,1.208586305,1.612313877,High,-0.541590921,62,High
-2.279568357,0.508590988,3.5627694,-0.231942453,-0.54869292,-2.4265408,0.071143686,-0.199967418,-0.191219097,-0.44703655,0.873327515,-0.840084309,-3.382986865,-0.329650034,-0.401097167,2.151785287,0.291493656,1.481040676,-8.125604,-0.544089823,5.828904,0,-0.358492522,-0.238544491,-2.168979857,-1.11468085,-1.584134513,-0.174247744,0.349429791,-0.269465843,-2.926744,0.432305178,-0.177221218,0.25483127,0,-0.222091751,-0.13563854,-0.134217756,1.264651035,-0.466766268,-0.111954098,2.186669403,0.905369119,Low,0.617597892,63,High
-0.071000997,-0.209440233,-7.9090886,-0.54416808,0.867110854,0.721122148,-1.105608533,-0.464407255,0.250834204,-1.427567276,0.990881788,-1.261911435,0,-0.223293737,-0.492716999,-2.858577188,-0.830425132,0.949593873,6.9625483,-0.231789747,9.458242,0,-1.27775236,-0.074037745,0.716769121,0.539565261,0.097933586,-0.11941659,-1.622288482,-0.785519543,-5.9827156,-0.85922802,2.259530536,1.39467013,-1.02458348,1.650243557,-1.199818047,0.013204418,-0.655297005,0.438959075,0.325395574,-0.643429287,-0.154799689,High,0.183642987,64,High
-0.479845373,-0.793922163,4.235781,-0.54178966,-0.483003199,0.126473235,0.125167802,1.910849074,0.19283337,0.007166454,-1.08098175,-3.971767351,0,-2.565271732,-0.458008326,0.666743065,0.630748525,-1.484744721,0.9018506,-0.293607214,-10.395252,2.042870507,0.262046764,-0.077240835,0.774276453,0.44349364,-1.453007964,-1.238597198,1.113419329,1.092872101,4.842731,2.296576253,-1.002035492,-1.466051261,0,0.23933323,0.048943234,-0.274923725,-0.080077529,0.439990968,-0.993744942,0.602142168,-1.328380554,Low,-1.221983427,65,High
0.160352994,1.779997544,5.485841,-0.172233077,0.164072715,0.316651466,1.25637046,-0.011910316,-0.005831733,0.365061828,-0.468730086,-2.616537772,1.649131576,-1.350546922,-0.329062137,1.72370271,-0.815786811,-0.531839794,-1.2750036,1.483202305,5.3588347,0.602381635,0.117334979,-0.419546654,-0.311096368,-0.374993287,0.689984962,-0.413875841,0.009523073,0.018981706,4.383131,0.856504887,0.018071379,0.106903886,-0.695096721,-3.622844498,-0.198942508,-0.02217961,-0.969970641,3.007044425,0.318770822,-0.027766602,0.114040067,Low,-0.681948548,66,High
-1.135525705,-0.048792271,3.1403887,0.131461179,-0.877813606,0.479333486,0.057632529,1.76158268,-0.086317977,-1.019089316,1.487900935,0.301804497,0,1.685504859,-0.54242771,1.690957708,0.001968901,-0.05979738,-6.0867643,-0.614750306,3.6457775,-0.473108652,-0.050865577,-0.076421161,-0.564763451,0.44349364,-1.264326214,0.467882469,0.944660242,-0.566227512,-12.527438,-1.287663506,0.960129234,0.229171872,0,1.86665699,0.683878134,-0.238171883,-0.635601773,1.884893613,-0.555370796,0.805175178,-0.882597941,High,1.197725919,67,High
0.885415294,0.559673974,6.391118,-0.152283042,0.285644528,-0.01797824,-0.822315108,1.435577372,0.080557043,0.205563997,0.258754094,-0.109008772,0,2.04944855,-0.387841095,-0.490526828,-0.867605601,0.885127212,-2.3502486,1.028316776,70.6127,0,-0.021782635,-0.343950645,-1.011943418,0.399548903,-0.487256684,1.358237963,1.536584671,0.450359264,-13.929861,-1.473828161,0.682199548,-0.525129524,0,0.949812813,0.184560822,0.017326843,-0.071265956,-0.538798307,0.327958701,0.463376528,0.439790872,High,0.846572183,68,High
1.600232834,0.017730464,-181.51889,-0.424297299,-2.075036302,1.542226057,0.686110304,1.654800689,0.158380627,0.271298859,0.11207601,-0.520918827,0,1.154326816,-0.360776989,1.534268117,-2.360093913,-0.651697515,-35.6117,0.080083617,-7.3893604,2.624845537,0.368667349,-0.014758106,-0.442357728,-0.556236521,-0.377729857,0.132128286,0.557330824,-1.326300057,-12.376301,-0.855945547,-1.234035142,1.453069343,0,0.368958169,2.36708053,0.129741104,-0.191921042,1.691230147,0.299770233,0.302672002,-0.800937902,High,0.409699834,69,Low
1.470790168,-0.129536703,3.466429,-0.01227676,-0.891372314,0.643299824,-0.93579331,-0.744553054,0.000534539,0.123886603,-0.123032537,0.05913683,0,1.841430063,-0.285850673,0.032958472,-0.923615537,1.21906943,-0.48332328,-0.756241932,-7.463775,-1.096094833,-0.630497654,-0.739330426,-0.345900375,-0.269030167,1.82753822,1.510427025,-1.83797147,-0.435280313,1.077985,-0.59613024,-0.416486104,-0.296202563,-1.266954264,0.080504634,1.626123755,0.021596876,0.079027836,-2.953811743,-0.488771398,-0.662547132,-0.36528956,High,1.133148332,70,High
0.338046682,-1.658258664,6.937615,0.621241905,-1.793637819,1.461500861,0.299163335,0.792878414,-0.056621624,0.194196695,-0.471051843,0.690201722,0,-0.766384959,0.845615351,0.535071518,1.547965142,-0.451256311,-5.1135798,-0.163260949,-0.7164952,0,-2.172628616,0.407936793,-0.882331555,-0.324239616,0.174838964,0.321944974,0.234786077,0.391113766,3.3074386,-0.117300872,0.469556059,-0.400315828,0,1.474163832,-0.00166928,-0.099099451,0.145580969,0.623111656,-0.303626244,-0.714658684,-0.167884922,High,-0.145032727,71,High
0.24858508,-0.459212404,-8.824367,-2.017512235,-1.256411929,-0.38379113,0.640440988,1.805935775,0.251113523,0.418257804,-0.084621698,2.490442501,0,-3.550061474,-0.147931917,1.828409348,1.01812457,-1.070596167,-7.8393755,1.5333286,6.0332294,0,-1.121202181,2.562094968,0.225505246,0.539565261,0.273053447,-1.536284717,0.653175182,-0.740085297,1.0266832,-2.313259309,-1.536830772,0.564475061,-0.766580537,-0.052634893,-0.961934161,-0.187964788,-0.996511396,0.104689303,-0.99888847,-0.959848627,-1.076460616,High,-1.646411599,72,High
-0.375347064,1.287887537,4.8715773,-1.196155733,0.503978081,-0.181753615,0.592630477,-0.309434929,-0.247755898,1.727868974,0.950149192,-1.711275574,0,0.328722731,-0.407026282,-0.275323026,-0.90744731,0.202188934,8.101282,0.008269294,-1.778772,-4.042978897,-0.471861885,-0.469885109,0.29519285,-1.981284135,-0.000411751,1.17701846,0.801618199,-0.777115181,-5.2846875,0.937422599,0.421712927,0.844994565,0,-1.452735685,-0.351846652,-0.187302538,-0.931243275,0.506842572,-0.448269827,1.271967936,0.716553794,High,0.598062203,73,High
1.106235033,-1.302550738,-0.7014213,-0.1761502,0.573062836,-0.749705855,0.063096743,-0.787058338,0.209346769,0.241400554,0.028289061,0.659917949,0,1.268586334,-0.235786782,2.149955533,0.014412821,0.951348383,6.965473,0.139947052,-2.4579391,0,0.180326459,-0.067152021,0.481015613,-1.673058042,0.172048092,0.711854091,0.353965845,0.723814036,9.626544,-0.743015099,-1.005838012,-1.512335964,-0.519143159,0.555686333,-0.908585085,-0.185779665,0.37715182,0.782098303,-0.999021291,-0.886562832,-0.025117275,High,1.137682857,74,Low
0.559174645,2.341807971,0.8861754,2.474921189,1.825279824,3.14158804,-2.130946068,1.230409192,-0.088901088,-2.223182816,-0.010121777,-0.092780884,0,-2.168707707,-0.127691027,-0.486575244,0.140367517,-2.320874699,8.749794,2.033238216,7.2423873,3.577431225,1.21253041,-0.091309762,-0.896559773,0.895827164,0.215207246,-0.814444671,0.486278874,0.821686824,7.5132303,-0.649139105,0.279347461,-0.710957424,4.790750005,-3.770632163,0.131962088,-0.287049934,1.80397143,-1.340047027,-1.338401345,0.09219129,2.662931764,High,-0.826082368,75,High
0.125575149,1.44090108,-6.172051,-0.113865522,0.675275871,-2.807979043,1.565302271,-3.455742882,-0.103202928,1.203500886,-2.072698287,0.561057593,-0.844083567,1.131135233,0.802252003,-1.919543311,4.114309787,2.785453742,-7.9803686,0.116587209,12.070437,0,-1.470854658,1.62493747,1.699493216,-1.1698903,0.782676401,-0.946243837,0.748674041,0.657031691,3.239142,3.33166467,0.534659371,-0.637229876,-0.455997455,-0.570242825,1.839658453,-0.017538903,-0.155217841,-1.799511512,0.337965287,1.029361339,4.217314955,Low,1.011121247,76,High
-0.286025554,-0.129985432,-8.78762,-1.782358297,-2.400986935,-0.98638454,-0.329744881,-0.698557818,-0.125048868,1.313307171,-1.040249154,0.573584408,2.629713186,0.022924501,-0.459499064,-0.604676289,-1.000926466,2.061480765,-67.13426,0.676149448,43.300957,0,-0.737233814,0.279469463,1.636362665,-0.269030167,-0.704641283,-0.61943455,1.068846303,2.413423195,107.84992,0.320924308,1.621800447,-0.945308561,-0.73670373,-0.246105939,-0.603075904,0.268583563,-0.15211079,0.275964922,1.480249677,2.13559067,0.409732828,High,-0.598402397,77,Low
-0.04127903,1.504494166,0.8513182,1.275623904,-0.468812373,-2.545461897,0.338706954,1.899525716,0.284808085,-0.666841199,-0.238265053,1.931369285,1.872203975,0.414669472,-0.218042905,2.453193739,-0.632567278,3.117988225,-7.2553496,-0.137892685,-2.78069,-0.360336153,-1.094684596,-1.084521002,0.759031516,-0.765308428,-0.11565781,0.354999369,0.064954743,-0.74920202,0.47672662,-1.84300676,0.56478976,1.192548537,0,0.407957571,0.731778845,0.075496559,-0.020684678,2.09306199,0.614035765,-0.340168395,1.546742166,High,1.364626794,78,High
-1.000451767,-0.83104449,0.3827224,-0.57959928,0.635514642,-0.704666456,1.286282695,-0.814888314,0.054360627,1.565889944,1.02697087,-1.531800722,0,-0.441412111,-0.389747802,0.327002819,-0.984268988,-0.082649501,8.615397,0.242610108,11.504484,0,0.117344699,-0.585912942,1.081847565,-0.269030167,-0.614362554,1.270798928,1.144058583,-0.225259144,-4.668359,0.750149932,-0.553947249,0.415073347,0.946424177,-0.786249394,-0.490597034,-0.157785126,0.77068437,0.362041279,-0.702771984,0.067235943,0.056055574,Low,0.508226919,79,High
0.171722283,-0.588160908,-0.040504158,-1.850389313,-0.493392277,1.108089072,-0.030242245,0.471062164,0.044648819,2.512394106,1.951152758,-1.75503879,-1.611781612,-0.991983957,-0.371249093,0.726805198,-2.672024137,0.31026647,0.2634424,-0.927900839,1.4080373,0.582653687,2.782020996,0.114035287,-1.09859512,0.44349364,-0.36202202,-1.516637124,-0.344895661,-1.310722764,-14.139473,1.355139961,-0.739056117,1.250755116,-0.879449089,0.296885094,-0.739631889,0.153890842,2.981630504,2.326464908,0.618271771,1.393377715,-1.223135618,Low,-0.837759619,80,Low
-0.141232627,1.080045796,-7.7837396,-1.368591185,-1.711326884,-2.55712953,0.936484657,-1.359104559,0.244281074,1.600933746,0.181932417,-2.288006447,0,-2.320686596,-0.220661765,2.019389904,1.427235846,1.671742937,-6.390007,-1.581996029,8.98518,-3.875354748,1.77031599,-0.484435722,1.916268698,-1.11468085,1.964644928,-0.932567794,-0.459504774,0.535381643,4.6986923,2.890241698,0.020124327,-0.958613823,0,-0.144277173,-0.247560685,0.227513439,2.693582094,-0.155789245,1.25157103,0.579695705,-0.316065768,Low,-1.002262566,81,High
0.293844256,0.326879678,4.5998645,0.228633509,0.951845485,-5.887304189,0.187399683,0.168556335,0.144950038,1.214821055,-0.394230165,-0.786349111,0,-6.700275908,-0.319158457,1.604469465,2.505354881,-1.670345282,-4.0780263,-0.186698809,6.60537,0.313716054,-0.776233161,0.244098832,-0.725449271,-2.162446822,-2.201640978,-3.186355159,1.023507604,-0.22297578,2.1724684,1.09964937,-0.764297064,0.226117573,0,-0.294192553,1.527077883,0.034600584,0.635080423,0.080568619,-0.705420406,-0.338696044,-1.387408584,High,-2.734052713,82,Low
-0.51207786,-1.384002784,-7.9002824,-0.876817172,-0.129688477,2.689657119,-0.325743679,1.799071404,-0.223023572,-1.745890704,0.645184239,1.036576303,0,0.392271146,-0.320592317,0.661797012,0.550382986,0.305396448,-0.48336998,0.453705918,0.6710164,3.100365066,1.739691474,0.50153773,-2.773746601,1.252089068,0.633662784,-0.149768719,-0.139897224,-0.304638426,-11.068393,-1.691921791,0.282561167,0.377253519,0,0.349978014,0.922520126,-0.021930342,1.414437479,-0.182621577,-0.9591375,-0.064645029,-1.399963438,High,0.060139748,83,Low
-0.873007078,1.786733694,0.5899227,-2.13944491,0.934348962,-0.09917677,-1.824189716,0.02121205,0.082864307,0.052512296,0.798827594,-1.546480997,0,-4.727533322,-0.176267446,-1.312650381,-2.171252363,-0.81332418,-1.0642391,-1.466593903,-5.8178415,0,1.126464888,-0.099744376,0.802468357,0.539565261,1.162324589,-3.563980585,0.068952341,-0.077071939,-8.200278,2.313494951,0.843165855,0.334129701,0,-0.540335812,-1.098821652,-0.065050017,2.333257845,-5.33015307,-0.809532204,-0.001374577,2.422259952,Low,-2.143241166,84,High
-0.427814747,-2.341452557,-0.12855133,1.426089703,0.648400351,-0.920660667,0.349485394,-0.540996373,-0.019858335,1.387436126,-0.852838474,1.717789232,0,1.689993862,0.953181302,0.054601441,1.4809386,0.903814315,5.826776,-0.308520525,-7.1413183,-0.256895246,-2.36440268,-0.117202606,-0.408943429,-0.68050152,0.525631105,1.338102463,0.676625219,-0.191576613,1.058626,-1.29807698,0.274541397,0.429200427,0,1.329422448,0.538217654,0.029033575,-0.027313785,-0.077048007,0.355633642,-1.109292977,-0.57675381,High,0.645788147,85,High
0.552746099,-0.404610915,1.4509169,-0.197310882,0.030374647,0.863236677,-0.621341428,1.96831513,0.548379526,-0.494632653,-0.048532616,1.258312496,0,0.614347933,-0.215877469,1.553940632,-0.234542196,-0.645881386,-4.0361567,0.119129329,-5.3227954,0,0.452691487,-0.347833368,-1.185897891,0.895827164,-1.206339088,0.183639846,0.014679223,0.645586628,10.8831005,-1.121415,0.320134395,-1.519599856,0,0.342722344,0.114294264,0.043456001,-0.227854027,1.246040082,0.225184169,-0.91332288,-0.882719738,High,-0.360089381,86,High
