SecondLayer_behaviorType_factor_1,FirstLayer_itemInter_share_factor_1,FirstLayer_tool_speed_factor_2,FirstLayer_itemInter_freq_factor_14,SecondLayer_tool_inter_factor_3,FirstLayer_itemInter_freq_factor_5,ThirdLayer_inter_factor_10,SecondLayer_task_inter_factor_1,FirstLayer_dialogue_freq_factor_3,SecondLayer_tool_inter_factor_2,FirstLayer_tool_share_factor_1,SecondLayer_task_inter_factor_2,FirstLayer_arg_speed_factor_3,FirstLayer_itemInter_freq_factor_9,FirstLayer_dialogue_freq_factor_1,FirstLayer_itemInter_speed_factor_11,FirstLayer_tool_freq_factor_2,FirstLayer_itemInter_speed_factor_10,FirstLayer_tool_speed_factor_1,ThirdLayer_inter_factor_7,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_speed_factor_6,FirstLayer_itemInter_freq_factor_1,SecondLayer_Item_inter_factor_4,plantScore,upstreamArgScore,ThirdLayer_inter_factor_16,FirstLayer_itemInter_speed_factor_2,FirstLayer_behaviorType_freq_factor_2,ThirdLayer_inter_factor_9,FirstLayer_hotkey_freq_factor_1,FirstLayer_itemInter_speed_factor_1,SecondLayer_behaviorType_factor_2,crateDeliveryScore,FirstLayer_dialogue_speed_factor_9,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_4,FirstLayer_dialogue_speed_factor_2,ThirdLayer_inter_factor_17,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_speed_factor_3,FirstLayer_behaviorType_speed_factor_1,SecondLayer_hotkey_inter_factor_2,PREU3,ThirdLayer_inter_factor_5,playerName,POSTU3
-0.448812181,0.660195175,9.936228,1.923677509,-1.537573408,-1.865136379,1.249501375,-1.338794741,-0.017044815,0.481327412,-0.471051843,-1.019476122,0,0.906522073,0.850574919,0.017358015,0.927438292,0.900447793,-2.0434573,-0.725070896,-2.4436553,0,-2.100762922,0.351469198,0.348856292,-0.68050152,0.735694116,1.004693898,-0.442467159,1.249455607,11.440421,0.215444908,0.215937487,-2.243509566,-0.351736808,0.831941226,-1.421002128,0.039668101,-0.466574877,-0.123891704,0.277911037,-0.461328937,2.605720154,High,1.114383811,21,High
-0.387574964,-0.346121085,10.482112,1.177942604,0.015358069,0.29934774,0.15900409,1.864224364,0.007021209,0.658546538,-0.432641004,-0.285088125,-3.78641389,0.838416098,0.955756109,0.804035354,0.475342886,0.059943663,5.0899544,0.841481933,1.9607757,-0.573245433,1.01410017,0.834959874,-2.938676076,1.532121783,0.492842253,1.206048902,0.297743352,0.887691385,17.654612,-0.573005749,-0.109525309,-1.091797293,0,1.029070523,0.440356718,-0.121174563,-1.373206119,-0.885315802,-0.582203265,-0.138984867,0.395618873,Low,0.561716453,22,Low
-0.032107432,0.475502544,1.1431454,0.735835636,-0.066385852,-0.673557992,-1.028559423,4.454933202,0.198174963,-1.042990219,-0.046210859,1.733464217,0,0.557287108,-0.281137805,2.372079086,-0.467818237,0.186038172,-7.5516324,-0.527846782,9.936687,0.647930895,-2.360156724,0.352892034,-2.732793473,0.406438385,0.106925629,0.612079882,0.836304018,0.227094375,-0.79072815,-2.626066981,-0.993827761,-0.289788448,0,0.250367214,-1.760221358,-0.319510423,1.461489991,-3.226010565,-1.132436434,0.79519932,-0.261738895,High,1.426937498,23,High
0.805652017,1.70909103,-6.1736817,0.155840003,0.623231846,-0.740674938,0.162476276,0.84182679,0.088244527,-0.768322133,0.297164933,-1.519709428,0,-0.459939348,-0.359431058,-0.759685961,0.849444607,-0.930590934,1.5767223,-0.181439592,0.19126615,0,0.243259978,-0.086817612,1.315186305,-1.401887204,-1.739166522,-0.928941486,0.017137754,-0.079220493,-3.9103637,0.75062545,-0.485497699,0.241903275,0,-0.724087712,1.325731417,-0.074608168,0.460940562,0.74780018,-1.021823515,-0.189430273,1.234269398,Low,-0.444362792,24,Low
0.121985705,0.020988228,5.4471483,0.884331343,2.105196755,-1.183080688,-0.36599955,1.843465359,0.124165816,0.181263165,-0.276675892,-5.953794107,0,0.470002349,-0.422274014,0.489988483,0.491091451,-1.412799232,10.005936,-0.109104366,-10.302716,2.930127353,0.689190358,-1.931572723,-1.900773507,0.406438385,-1.51131042,-0.621919988,1.835830627,-0.223026194,7.522743,2.873449273,-1.682996515,-0.22377945,0,0.264418131,0.583814029,0.056661287,0.893338455,-0.49113892,1.12597557,1.509488903,-0.242115415,High,-0.741012921,25,High
0.093686329,3.031349093,0.2778035,0.322788987,0.199493784,2.240573507,1.479302225,-1.343429021,0.001855611,-5.242280736,3.139567004,2.532552449,-3.112046156,-4.318047579,-0.268982228,1.425984386,-4.3999719,-2.721314489,-2.1920033,0.523608798,-4.7461066,1.150769585,-1.411318817,0.389505349,2.340806041,-0.306085422,-0.008068405,-2.121031728,1.023447444,-2.097632545,-13.765906,3.825848894,0.436767669,2.497391385,4.676971899,-1.796714149,0.461495544,0.078474199,-1.759586511,-2.466072306,1.04574653,-0.414192095,0.854830882,High,-1.178358075,26,High
-1.33418368,-0.129536703,-2.4731524,-0.058329782,0.285881894,0.305197563,-0.171891998,-1.243373642,0.227135937,1.596241496,0.265719365,-1.379670764,0,1.27415783,-0.138933738,1.398262488,-1.893210419,2.434795493,-0.3943333,0.389210962,38.394287,-1.653488402,0.022188314,-0.255788598,-0.023808875,-0.591238833,0.566164346,0.828115677,-0.848191075,-0.966996789,-11.434054,0.134489381,0.658731444,1.625643636,0,0.248185297,-1.159691092,0.126482014,0.304882469,1.505861682,0.910436046,-1.276045035,-0.077983337,Low,1.001513218,27,High
-1.375988473,-0.920652196,11.16732,2.161899912,0.185241786,-1.106551769,-0.404042907,-0.595238781,-0.081191228,-0.338081739,-0.471051843,-0.122114917,0,0.956680323,0.829652865,0.973626261,1.134280575,-1.052242508,-1.4661882,-0.298664172,-2.3362756,0,-2.217246896,0.790713051,0.144011959,-1.526152203,-0.226481981,0.857056253,0.292865536,1.03910736,15.222553,-0.680359622,-0.558769483,-1.619839566,4.206196495,0.184973143,0.507891917,-0.050169955,0.266579782,-1.489434296,0.148857284,-1.852409184,0.907204792,Low,0.112667353,28,Low
1.668426688,2.102008337,-1.2439378,-0.138603357,0.34435672,0.230714423,-0.531536585,0.89658602,-0.504713089,-1.670985954,-0.888927556,-2.104278119,-1.905014509,0.305606023,-0.283086866,-1.051135965,0.841362292,-0.222624367,-3.678285,-0.01662796,-4.443083,1.636216305,2.178935791,-0.24624042,-0.49810704,1.252089068,0.146402465,-0.098347025,0.837182222,0.737743853,-1.4733521,1.461127173,-0.1937573,-0.640446203,0.685872912,0.270799296,0.116155158,0.145763105,-1.073398357,-1.042380146,-0.30777605,2.735677634,1.837444522,Low,-0.027252354,29,Low
-0.493054404,0.88976241,-7.874892,2.003891184,-0.139999575,-0.514709931,-0.792730088,-0.503823026,0.147536864,0.666393438,0.760416755,2.209591417,2.713442146,0.277553035,-0.245342264,0.837681448,-5.582976583,1.663529167,5.594383,0.307474308,-7.488225,0.743248566,-2.229221702,-0.76666685,2.682157637,-0.960534235,0.455996173,0.118915065,-0.33340038,-1.876030672,-3.620793,-0.639891059,0.56931298,2.275709573,-0.312021018,-0.136064789,0.098839884,0.1345776,-0.007855367,1.236365081,0.591807724,-0.048184735,0.085373322,High,0.319717553,30,High
0.270679495,0.134994027,0.19862208,0.606452104,0.072080817,0.076062478,-0.811295089,2.052665059,-0.488222825,-2.678379363,-0.42799749,-2.931994939,0,1.028075046,-0.339916738,-1.038234999,-1.382223846,0.384028994,-0.90799135,-0.066175697,-10.955246,1.336655785,-0.988428029,0.011750954,-1.162816458,0.991979333,-0.315062453,-3.013305777,-0.822693323,0.425570037,-7.9145403,-1.19122019,-1.983618517,-1.293640967,5.231245846,-0.918343409,-0.384339535,0.043890856,-0.400857936,-1.471980312,0.261123319,1.14021391,0.389409222,Low,0.148629448,31,High
-0.206918298,2.280504659,1.911023,1.986461501,0.48843486,-1.58510405,0.854312634,0.369478723,-0.008879143,-0.255708562,-3.105147421,-0.111379375,0,0.117574202,0.917262954,-0.527364868,-2.22819007,-0.785198094,-2.100616,1.073247886,24.802952,-1.706998538,-0.059901997,-0.193848197,-0.803225129,-0.632465709,0.553404964,1.024829399,-0.745836227,1.792161175,26.75149,-0.090293042,-0.07088285,-0.812387271,0,-0.062039011,0.942746433,-0.053964833,-1.314402102,-0.387468656,-0.687471807,-1.335091291,2.560823191,Low,-0.031155329,32,High
0.378570603,-0.233181765,-26.333992,-0.2935596,-1.022239696,0.541664952,-0.385872555,1.137342683,-0.114809009,-1.239150484,1.641544291,0.661169347,0,-1.258825794,-0.501833339,-0.15466531,-0.357788709,-0.278121245,-10.156274,-0.048441009,4.860549,0,-0.708887872,-0.212080338,0.507611733,0.44349364,-0.83310336,-0.228750389,-0.355938513,-1.339242919,-9.179184,-1.647207668,0.184020673,1.149643591,0,0.004612139,0.081475362,-0.330325731,-0.648357032,2.186285111,-1.448052567,0.411758022,-0.777474802,Low,-0.458956781,33,Low
-0.729054872,-0.745733917,0.88001853,1.53060609,0.203604364,-2.113972406,0.324180579,1.904031415,-0.047437651,3.020229296,-1.157803427,1.445059208,0,0.649890474,0.777473922,-1.836111316,-0.445575626,-1.139969716,-9.5335045,-1.405024422,-9.397918,2.999566147,0.330414622,-0.184376739,0.661103986,1.398994906,0.905881789,-0.566014949,0.829517245,0.45622378,7.553654,0.362058424,-0.883338122,0.070028655,4.240856026,-0.947292416,2.42521669,-0.035415961,0.892649381,-4.404158529,-0.253040805,0.554319884,0.581763429,High,-0.121827687,34,Low
0.237037998,-1.357451381,-2.6182632,0.107922078,0.258765011,1.939370116,-0.391353185,-0.054572751,-0.014125739,-0.473703201,1.219025064,0.282239306,0,0.408322254,-0.403886023,-1.068234009,-0.762638615,0.225251395,3.3083994,-1.240327324,1.1107526,0,-0.333592968,-1.404828626,1.514936726,-0.4601649,0.024827215,0.738241158,-0.262331781,-0.875755615,-7.74325,-0.655505334,0.079968249,0.273847492,0,1.465075728,-0.068421482,-0.395589761,-1.330232553,-1.303104107,-1.757287885,-0.288560374,-0.600582302,High,0.668967772,35,High
-2.220780797,1.593289831,-12.341343,-2.764004887,-0.23613119,0.704459574,1.62165258,0.309829193,0.280959133,-0.775211895,1.420366286,-2.058333687,0,-4.559580986,-0.662778034,1.450578556,-0.796897115,0.012784532,-4.293638,1.104921587,-4.365875,0,2.85189748,0.08990038,0.51431972,-0.802363683,0.158978788,-0.443253993,0.854545314,-1.598582921,-13.859489,3.193408672,-1.21529606,2.985910405,-1.142974701,-1.887997327,-0.459717154,0.036698709,-0.025665024,-0.145224349,-0.136152451,-0.80022704,1.87100838,High,-1.585402207,36,High
-0.314303558,-0.379609431,-6.060675,-0.082279901,0.329190365,-0.883842882,-0.099163257,-0.525842149,-0.170924782,1.41919076,0.566040804,-2.082845311,0,-0.533847113,-0.54096999,2.089199718,0.978515964,-0.114230096,-4.8169637,1.340695147,3.0844939,-2.091261338,0.245495662,0.121254681,0.014571284,-2.169336303,-1.094927408,-0.203625896,1.153070058,-0.267250265,-0.9989133,-0.848814546,0.669172111,0.632315484,-0.618531688,0.67744916,0.468101889,-0.079425167,-0.600476827,1.821266225,-0.645817854,0.586759356,-0.236216133,High,-0.098090163,37,High
0.554491312,-1.295439889,9.404367,-0.11676888,-0.256492285,0.053773251,-0.086732676,0.080031741,0.382692493,0.13294421,0.181932417,0.983054031,1.535845239,0.338467866,-0.15048132,1.498115131,-0.139230534,0.397084227,4.4243193,0.785022714,-0.72681916,1.500863942,-0.498052709,-0.237720588,0.926293703,-0.269030167,-0.727367224,0.376099908,0.323638921,0.641240044,6.861762,-1.421018012,-0.263448577,-1.247868469,0,0.225246017,-0.541174349,0.029009367,-0.184459126,1.382288115,0.605054281,-1.169626264,-0.576510216,High,-0.117166851,38,High
-0.622856693,0.586421211,1.1741987,-0.351915738,-0.430188038,1.148716732,-0.750137609,0.14432933,-0.356036761,-0.709419796,2.027974436,1.184117305,0,1.435352746,-0.581861769,1.868962636,-3.431425744,0.293984251,-1.5225548,1.097351406,-6.361847,-2.374332592,-0.862607636,-0.80940044,-0.339357913,-0.269030167,-1.170540747,0.376099908,-0.545961461,-1.996775022,-11.639762,-0.889899958,0.704899226,2.105919448,-0.399799929,0.688624335,-0.690381292,-0.123957789,-0.398773245,1.489255453,-0.729770427,-1.241252772,0.162153091,High,0.713162281,39,High
-0.318910041,-0.501266487,-3.229955,1.92708111,-1.226616995,-0.318677272,-0.424476311,0.739123162,-0.056784444,0.497036073,-0.468730086,-0.380554747,0,0.731012107,0.858657445,0.212317695,-2.532578157,-0.473618272,-3.5898554,-1.015395374,-6.9869404,0.652480668,-1.75633935,1.129851247,-1.208723832,-0.324239616,-0.155054639,0.295468041,0.004650018,0.100641791,0.11312671,0.571364284,0.142624906,-0.617255569,-0.430991082,0.958664341,-0.549232073,-0.037587792,-0.150413895,0.368650589,0.13797885,-0.459846952,0.507205646,High,0.563608257,40,High
