FirstLayer_task_speed_factor_20,ThirdLayer_inter_factor_29,FirstLayer_arg_freq_factor_1,FirstLayer_dialogue_freq_factor_13,ThirdLayer_inter_factor_12,SecondLayer_item_inter_factor_6,SecondLayer_dialogue_inter_factor_4,FirstLayer_task_speed_factor_12,FirstLayer_itemInter_freq_factor_2,FirstLayer_hotkey_freq_factor_2,FirstLayer_arg_speed_factor_7,FirstLayer_task_speed_factor_15,FirstLayer_itemInter_speed_factor_2,ThirdLayer_inter_factor_9,FirstLayer_dialogue_freq_factor_18,SecondLayer_arg_inter_factor_4,FirstLayer_tool_freq_factor_2,SecondLayer_tool_inter_factor_2,FirstLayer_task_speed_factor_30,ThirdLayer_inter_factor_16,fountainScore,SecondLayer_dialogue_inter_factor_1,ThirdLayer_inter_factor_10,SecondLayer_task_inter_factor_13,FirstLayer_task_share_factor_10,FirstLayer_task_speed_factor_28,FirstLayer_task_speed_factor_32,FirstLayer_task_speed_factor_13,ThirdLayer_inter_factor_37,SecondLayer_arg_inter_factor_2,FirstLayer_arg_freq_factor_8,drillRoomScore,FirstLayer_arg_share_factor_2,FirstLayer_arg_freq_factor_6,PREARG,FirstLayer_arg_freq_factor_9,POSTARG,playerName
0.655927089,-0.434501786,-0.987709422,-0.488049226,0.443196113,-1.583424649,-0.183258592,-1.754247242,-0.06833776,1.065820971,-0.44963629,2.527906014,-1.608658728,1.452609654,-1.285563183,-0.261299178,0.819290252,-1.415015931,-3.479532775,-0.329243937,-0.413577703,-0.343574112,-0.305235582,-1.796905295,0.872265632,-0.207504886,-1.418905654,4.941366181,-0.822317617,0.686867363,0.112627852,-2.645742309,0.021803038,-1.230667411,-0.284334044,-0.621106775,High,31
-2.988398149,-1.410313483,0.806929947,0.485031053,0.742609026,-0.813988659,0.496897829,1.189670677,-0.433608157,-0.522435341,-1.127006191,-1.489021497,-1.263319416,-0.281491238,0.380624061,0.984062877,-1.170388472,0.297055385,1.096604252,0.845393166,2.875653189,-1.345069889,-1.178671668,0.593277967,-1.220891159,-0.614647539,0.548486817,-5.590072471,0.610234972,-0.604089151,-2.548561973,1.795494476,0.618410186,3.098622017,1.654269747,-1.900590187,High,32
-4.787356141,0.750217232,0.506091854,-0.619836654,0.762589178,2.245195888,0.666782045,2.513583349,-1.073712603,0.839027156,-0.191115556,-1.324181864,0.299601239,-0.763230715,-1.222705439,1.272811656,0.063878378,-0.708399981,3.467957191,0.184119846,2.984247666,-0.994345105,-0.164245652,2.251914548,1.320635082,2.04307576,1.031402865,-7.81891427,0.349519236,-0.785539134,-0.22827054,3.819089819,-0.48393265,0.613463122,0.016938456,0.102609483,High,33
-2.716011596,-0.77088355,2.246813937,0.290551495,0.663779023,-0.018657014,0.225148002,0.219455776,-1.715757885,-0.158033827,-0.022384694,-6.647213905,-0.137029228,0.418593122,-2.338607051,-0.278399611,0.542399684,0.584845352,1.581162979,-0.293951578,4.160915337,-1.430439802,0.184121042,1.932461302,-0.502549991,0.575453766,5.793592124,-0.513262372,0.013105895,0.111571788,0.126500548,0.584196686,-0.901777364,0.161759924,0.413611561,0.863255837,High,34
-2.358936079,-0.32239406,-1.11389463,-0.021931574,0.648111493,-0.235633613,-0.681736885,1.861844034,-8.5562669,4.07663784,-0.123499005,0.643518289,-1.260868516,0.957371631,0.510234633,-0.113423359,-0.280846218,0.250548759,-0.38012438,-0.649093344,-4.076607807,-0.008607932,-0.031221726,0.647191735,-0.647901542,-0.861289081,0.775437885,-5.231659347,0.272965066,0.328828289,-0.695756909,0.118122596,0.26979883,-0.326799613,0.94340684,0.168914501,High,35
1.446480293,-0.241881954,-0.217399232,1.879784321,0.333191439,0.29000036,-0.210227615,3.870923596,3.17605926,2.467363276,0.359236859,-7.274581277,-1.797421944,-0.050894579,-0.472482363,0.266226245,0.023537628,-2.816307924,2.268970635,-0.328146289,0.792274215,3.687710246,-0.541934299,3.872196564,-2.981004394,-2.882914268,2.116994699,1.413462661,0.314646092,-1.225801681,-1.386991833,-0.32427285,0.543926525,-1.099194676,0.346561752,0.315007494,High,36
0.833827041,1.205649805,-0.34999105,-0.821192478,-0.920686729,0.116393214,0.901399586,-0.983508769,14.6751668,1.595840967,-0.160056377,2.300391971,3.214661274,-0.096497463,-0.025186413,0.118231128,1.253380983,-0.820325715,-3.386104901,1.638900824,-2.187002778,-0.335544635,-0.44502619,-2.710464397,0.620807133,0.018871774,-1.524194778,5.896686599,-0.606256608,-0.231243015,-0.543758986,-3.436815609,0.123036365,-1.185175184,-0.014610208,0.308084359,High,37
1.787742924,0.77235932,-0.630294175,-0.754114491,0.85958275,0.805156623,-0.356867462,-2.191510629,-4.298102816,-0.972758798,-0.405209915,2.949270832,-0.620338321,-1.039923181,0.558295155,-0.109487367,-1.254784162,0.812599838,0.536117098,-0.775264566,-5.434596208,-0.152786612,-0.462210266,0.159627614,0.20766534,0.448463262,-1.739615947,0.998130003,-0.502422716,-0.213557397,-3.83181331,0.682837271,-0.424951234,0.443764957,2.145839687,1.144786388,High,38
0.087727699,-0.081494837,-0.180168963,-0.441015028,0.781414498,0.264636803,-0.535124236,-2.879374964,-5.729127608,-1.079634051,0.045948068,1.458246441,-0.834273611,-1.276168707,0.644953505,0.032356489,-1.375326246,0.629050207,-2.951983208,-0.894733063,-4.430986402,0.018365104,-0.806220722,-2.441375145,-0.524387679,-0.604719896,-1.958551158,0.357499694,0.132813498,-1.036871253,-1.805649355,-1.194855958,0.643434803,-0.082885394,1.710283838,0.856749321,High,39
-0.18226946,-1.115787136,-0.405817314,-0.836316664,-0.146115827,-0.474816965,-0.28979846,-2.626081162,10.885862,-0.779906581,0.579910424,1.85501169,-1.649749209,-0.973194044,-1.041891338,-0.815330938,-0.892503786,0.143751225,-2.188721126,0.338291553,-2.807470334,-2.241305261,0.100449484,-1.900275164,0.437462678,-0.050285282,-1.800530859,1.446532716,0.602232412,-0.025800587,-0.936806095,-0.250892663,-0.528184901,2.172154643,0.921887372,1.102235447,High,40
0.495594184,-0.234419922,-0.588289131,-0.770856512,0.583206949,0.132448327,0.581761937,-1.887042373,1.672631534,3.208789307,0.374741738,2.275824086,0.188037721,0.341868586,0.569290473,1.10829943,2.158422451,0.183012378,-4.706161606,1.471852903,-1.121729199,0.094642954,0.075642372,-2.069181736,0.642891645,0.10621467,-1.083674507,6.440673766,-0.530014984,0.085021746,-0.03400018,-3.76226964,-0.039315501,0.016291123,-1.041682987,0.698274677,Low,41
-5.311468116,1.07581715,0.86883993,0.39324565,0.252580326,-0.127367422,0.063984438,2.494751731,-2.047395561,-1.047489324,-0.20461464,-2.895271155,-0.090537512,1.157595008,0.759867111,0.581860483,-0.809087769,0.077279025,-0.947285611,-0.072661048,3.166301622,-0.685300716,-0.317532677,2.765607533,-1.164575978,0.119688579,1.238851028,-5.644521083,-0.875780893,-0.224218343,-1.776103993,0.111978107,-0.517514614,2.150591146,2.037117746,0.429238067,High,42
-1.376466396,0.865651438,-0.024216085,0.902881463,0.263805366,-0.035846841,0.528630051,11.07695851,3.847509284,1.356776278,1.027818057,-0.57746373,-1.243366336,0.574093235,-2.467378011,0.006183618,1.465630511,1.200502925,2.352014813,0.10461514,-1.000724509,0.035318972,0.392592284,0.620743514,-0.585203668,-0.607238229,2.353827807,-1.369372605,2.756836612,0.327896615,0.814232824,4.408845035,1.939691892,-0.916236476,-0.433393226,-0.145394977,Low,43
2.378067466,-0.222787457,0.789509252,-2.487439082,-0.699623895,0.172854776,0.990666223,-5.78791134,11.47612777,2.285149947,0.285885256,-1.296969645,0.922841888,1.588303849,0.481651897,1.793655784,1.285128889,-0.622579705,0.938703368,-0.48132805,-2.04473201,-0.748261669,-0.281762757,0.653226551,-2.971308304,-1.253752492,0.258214123,4.265155695,0.375803493,0.698443902,-0.331170551,-1.376068136,-1.007348259,0.036126035,1.105429262,0.279169674,Low,44
-4.386474012,-1.006930229,1.373015296,1.35725389,1.354414102,-0.431934826,-0.020083377,-0.006956132,2.960159114,-0.376066505,0.702746669,-4.653130465,1.14779111,0.644996239,-1.912191955,0.364908944,0.441043468,0.254560458,0.063741085,0.956899723,3.016515672,0.624345015,-0.394527954,-0.047733386,-1.290130687,-0.876184108,2.938135946,-2.417818815,-0.997854464,-0.774658451,-3.346289745,-2.213326689,-0.192875161,1.30391578,1.203426095,0.233125196,High,45
1.021156898,1.187132168,-0.057949899,-0.229157583,0.594143585,0.052542654,-0.18004101,-2.019761371,6.494825077,-0.472223892,-0.481714164,2.327774298,4.442014011,0.11406307,-1.341937742,0.09402627,-0.325703294,-0.195220816,-1.587566667,0.249400453,-2.609062179,-0.71868367,-0.270148127,-0.867169314,1.784132748,0.982023522,-0.38873063,4.729957957,0.322636069,-0.498078754,-0.906856642,-1.683785786,-1.516812595,-0.050875724,1.367894091,0.607876718,Low,46
-2.253982078,-1.481708221,-0.742914881,5.503009241,-0.645513251,0.336030255,0.408504008,-4.194615636,8.259971926,-0.607811409,0.521017928,-0.343736464,0.981196423,0.493196509,-0.319029651,0.061015235,-0.663334747,-0.295279086,1.567265151,0.344278839,-1.889920534,0.774257102,-0.088439053,-2.165705148,0.991280343,0.822648704,2.191131807,2.754684818,-0.323559136,0.381590806,-1.041344069,1.218825811,1.082574258,1.869828232,-0.534963213,0.813799371,High,47
2.092801005,-1.060976442,0.452314019,-0.51105666,-0.198533416,0.366488532,-0.616570506,-3.051159566,11.50270096,7.805480995,0.813298738,0.016066406,2.236438297,0.906789689,-2.099632011,-1.038214285,1.975181331,1.192237711,1.452570055,0.185526645,-2.618872554,0.078600766,2.129727923,-0.128835191,-1.106499397,-0.384184816,-2.532229611,1.661959528,1.97233756,0.312460988,1.399504372,2.207071702,1.07157462,-1.980649497,-0.883914667,-1.174021955,Low,48
-4.739108932,-0.036584194,1.825383775,0.483478442,0.730270254,-0.92718119,-1.601238444,1.637141231,0.545670425,0.379560709,0.06051889,-3.941285768,-3.339954144,-0.475524073,2.284532554,-0.386730379,1.27002733,-0.610169624,-0.663563151,-0.611895342,1.135182302,-0.369541189,-1.344995265,1.993994787,-1.442776789,1.017286161,2.957519173,-9.059566544,1.506762869,0.205649869,-2.212293707,2.689375809,0.408332681,2.543003627,0.73656882,-0.442935998,High,49
3.448845558,-0.540516754,0.117294745,2.089367418,0.552533865,-0.7188629,0.271490573,-5.147296429,12.77454394,0.955832643,0.193387229,-1.126921692,-1.002507969,1.638012929,0.784709222,-0.077889935,1.43270033,1.173949739,5.395656263,-0.036836069,-2.727139454,0.400296314,0.490505205,-0.688179893,-2.2220482,-1.06081626,-2.2866311,-0.625711612,-1.82781211,-0.817980484,-2.117967688,1.229245217,1.505436337,1.416928537,1.377198516,0.242194506,High,50
-0.797929548,-0.544567204,0.5291932,0.691022083,1.539749382,-0.374794801,0.648944116,-3.223037075,-5.221883566,-0.892443305,-0.392983524,2.156702738,-0.451479694,0.73850192,0.592499365,-0.522977941,-1.224128647,0.161420342,-1.036981444,-0.591078244,-5.221835034,0.44525776,-0.510289945,-1.724078304,1.571851812,0.21595154,-0.419174517,1.32118787,-0.641332069,0.209951298,-0.574190218,1.224382946,-0.952302536,-0.194944746,0.95536474,-0.031888516,High,51
