FirstLayer_task_speed_factor_20,ThirdLayer_inter_factor_29,FirstLayer_arg_freq_factor_1,FirstLayer_dialogue_freq_factor_13,ThirdLayer_inter_factor_12,SecondLayer_item_inter_factor_6,SecondLayer_dialogue_inter_factor_4,FirstLayer_task_speed_factor_12,FirstLayer_itemInter_freq_factor_2,FirstLayer_hotkey_freq_factor_2,FirstLayer_arg_speed_factor_7,FirstLayer_task_speed_factor_15,FirstLayer_itemInter_speed_factor_2,ThirdLayer_inter_factor_9,FirstLayer_dialogue_freq_factor_18,SecondLayer_arg_inter_factor_4,FirstLayer_tool_freq_factor_2,SecondLayer_tool_inter_factor_2,FirstLayer_task_speed_factor_30,ThirdLayer_inter_factor_16,fountainScore,SecondLayer_dialogue_inter_factor_1,ThirdLayer_inter_factor_10,SecondLayer_task_inter_factor_13,FirstLayer_task_share_factor_10,FirstLayer_task_speed_factor_28,FirstLayer_task_speed_factor_32,FirstLayer_task_speed_factor_13,ThirdLayer_inter_factor_37,SecondLayer_arg_inter_factor_2,FirstLayer_arg_freq_factor_8,drillRoomScore,FirstLayer_arg_share_factor_2,FirstLayer_arg_freq_factor_6,PREARG,FirstLayer_arg_freq_factor_9,POSTARG,playerName
1.356443367,0.183779468,-1.052098812,0.08430279,0.733992384,0.098553022,-0.599885443,-3.906312724,-7.882253035,-0.971260461,-0.143318123,-2.825491394,-1.222331483,0.608685382,0.548357744,-0.975246564,-1.29132758,-0.533311879,3.482329595,0.70608166,-4.183849194,0.005794332,-0.631901168,-0.147894097,-2.678994848,-3.799035756,-0.842572159,2.678136891,0.714865191,0.373324864,-0.941100842,-0.679441758,0.329561317,-0.234045634,0.874967605,0.165244368,High,103
-0.773994513,-0.341538642,-0.07613255,-0.054495477,0.33715156,-0.508838234,0.101631504,-3.475421574,6.504236402,-0.713358715,-0.691168836,2.460563191,-0.454423222,-0.229587338,1.251605008,-1.413291765,-0.475827061,-0.158540337,2.755981868,1.73213802,-2.900230446,-0.76162597,-0.498572955,-1.839248971,3.638027001,1.796422577,1.567938072,2.258833373,0.185114354,-0.168157879,-1.492427846,1.772847575,0.535330955,1.562552878,0.387498047,0.838456213,High,104
0.47226541,1.010891918,0.513536839,-1.430952485,0.321250348,-0.596734548,0.327292293,-0.552859047,-1.179199309,0.997030421,-0.111932695,1.836406734,0.851918384,-0.126193257,0.020977372,-0.457191547,0.947237066,0.515358052,-1.56020333,-0.880606513,-4.542103184,-0.100137554,0.293722527,-1.886705661,1.176091884,0.172771899,-2.08702392,5.96523808,-0.83105761,-0.503643629,0.507652152,-1.818720165,1.223969263,-0.638579574,-0.367699632,-0.224288011,Low,105
0.585142691,-0.316312215,-1.474426741,-0.828920456,1.169738758,-0.337955903,-0.181111507,-3.059930428,6.651724437,-0.426292314,0.56432624,0.950242687,-7.96046922,0.800076922,1.635032983,0.227298552,-0.44173392,-0.635710361,3.385319575,0.221357896,-2.222103875,-0.350375306,-0.89410828,-0.878087297,2.779252772,0.410785216,-2.326757011,4.163307512,1.617781606,1.21022919,-1.136729904,1.156586552,0.06443878,-1.460533354,0.20607525,1.513684305,Low,106
-4.721764292,0.127672244,0.351991683,-0.280052017,0.665498111,1.534206252,-0.552939375,-2.497765455,0.169180071,-0.00771184,0.418005295,-3.468110567,0.549207202,0.333524221,-2.216002917,1.392464054,-0.29392487,0.597923414,-1.56932116,-0.50049838,2.2497201,0.950435741,-1.150215732,1.25677028,-1.575106995,-0.187525723,-0.263466498,-4.108082075,0.336580698,0.311055038,-0.883344556,1.845378635,-0.625581224,0.594652494,-0.205046864,1.656485994,Low,107
-2.759365186,0.916565812,0.337306497,-0.807389875,0.543518225,-0.020818606,0.413763416,-3.772891018,-1.662701897,0.062051888,0.208019215,3.291603891,1.693879862,-0.163499341,-0.072843065,0.2713617,0.445179965,-0.535028194,2.510642458,-1.547926399,-5.096034731,-0.050606511,-0.774248549,-2.476940693,2.146115149,1.279694419,-0.176162741,-3.066379438,-0.975165208,0.01591061,1.253850053,5.794226912,0.888573984,-0.664163581,-1.38384907,-0.459319899,Low,108
-8.474350131,-0.535018275,-0.614560077,-1.211250619,-0.2506432,0.697870713,-1.121821578,6.358418875,-4.896246278,-0.358677885,-0.646271934,-5.980104904,-1.067726615,0.212156127,0.309054402,1.274069563,-1.559433785,-0.63635696,4.636591702,-0.563980046,-4.659872609,1.117913456,-0.475696799,4.877413726,0.648491433,1.786354334,4.785160456,-13.0123177,-1.52498691,-0.301474122,-0.32965388,6.602493144,0.224410212,-0.291698119,-0.59823272,-0.206143203,Low,109
5.139211133,0.116149419,0.099537135,-0.537280985,-0.730657169,-0.570039892,0.252595207,-3.714848973,10.52165125,4.943851691,-0.041634757,1.43441313,0.523656807,0.502234793,-0.325922998,0.0453862,5.141248697,-0.621485894,0.640318686,-1.441497079,-3.382120457,0.28775868,0.745306493,0.024566163,-2.901090572,-0.961642745,-0.892308787,-1.495045508,0.451243682,0.544392272,-0.852733865,0.82574103,-0.87051083,0.617675498,0.673372174,1.258690882,Low,110
0.410159225,-0.113466183,0.07972182,0.142225315,0.682428254,-0.19379412,-0.272058223,-2.695970449,-7.562547951,-0.99096475,-0.123069566,2.774245253,-1.170441998,0.44266428,0.552476616,-0.157938151,-1.240928381,-0.829189981,-0.770020876,-0.160926051,-3.904356531,0.141084281,-0.542013588,-1.829057647,0.985262464,0.202755955,-1.53453925,3.049457113,0.149768686,0.018959609,0.126687868,-0.476364201,-0.090939105,-0.482740173,0.984487946,0.035778851,Low,111
-0.684077846,0.600694299,-0.001979589,-1.371945926,1.332161929,-1.759830287,0.458469289,1.734042531,2.154728042,6.278010169,0.090343111,-7.154241944,1.9532455,-1.103553944,-0.070269443,-1.980795214,9.929994461,-2.155965831,3.123167191,-0.688859713,-4.685728822,-0.596629976,0.973100289,4.491349685,-0.37138377,1.597101446,0.496814031,-9.634176445,-0.118417412,-0.138336077,-2.076704992,3.925982086,0.537958969,-0.087451058,1.70289737,0.654075848,High,112
-4.530037999,0.555493932,0.168147554,-1.450621139,0.461727092,-0.009813212,1.020228231,-1.305270806,2.220991155,0.76346386,0.861881773,-6.446047733,-0.263234432,-0.045192693,0.105445452,-0.624964706,0.081827786,-2.213265821,3.729356229,0.340188763,-0.257704689,0.487468906,-0.420820304,2.448571913,-0.431578449,1.174821083,2.144262644,-5.655833447,0.858624547,-0.598209259,-0.718280938,4.742609776,0.721714374,-0.238312878,-0.178607689,-0.622333313,High,113
-4.38744361,0.085412764,0.735627989,0.060557769,-0.166839277,0.148277529,-0.182802789,0.735933593,-2.908223907,-0.109945036,1.86025936,-4.381663108,-0.657253946,-1.014255581,1.295254673,-0.919701026,0.54419747,0.398612658,2.346494327,-0.750855992,3.473550052,0.577746802,-1.117469041,1.864158045,-1.041271519,-1.168423826,3.010176521,-3.908468244,0.180024706,-1.033813812,-0.470805326,0.468353166,-1.740336041,0.674139882,0.392427379,1.1330823,High,114
-3.066690591,1.059171024,0.927481737,-2.1367812,0.558392659,2.491879107,-0.548471405,2.713852039,1.774612325,-1.859739928,0.0445964,-2.430764893,2.002888069,-0.309331628,-2.1602378,-0.470558425,-0.589201345,-0.602624674,1.73358144,1.33644885,1.203106046,0.1863181,0.090255388,1.532040208,-0.347946857,0.352015331,2.301706833,-7.976299543,1.766063812,0.252593812,-0.435578482,2.651843884,0.116619283,0.689355915,0.836070688,-2.038142025,High,115
0.77216105,0.542294786,1.54597016,-1.850357495,-1.989129151,1.310690861,-1.028024293,6.494890066,-1.477397798,-1.093725809,-0.360605833,3.579243573,0.390992437,-0.917079883,-2.531725811,-1.239551281,-1.250379857,-0.136218865,2.544536675,-0.268328361,0.480484348,1.86493174,0.236766031,0.663480942,1.003997574,1.368968238,5.730808626,-4.855703343,-0.915437161,0.937893776,1.082112088,3.490450507,-0.189100718,1.4828492,0.423372223,0.479702654,High,116
-9.41844492,-0.510423856,1.135584069,0.446612027,0.309235682,0.537480424,-0.788276714,1.141114572,2.317502352,0.110870016,0.973364049,-6.560836922,1.425021902,-0.736241242,-1.787007261,0.131121023,1.490920614,0.285425629,-0.838584233,-0.031144879,-1.820158197,0.482908223,0.280117709,0.34367362,-1.456329093,-1.15375581,2.097696902,-4.601172664,-0.727128883,-0.403252747,2.757173094,-0.252969823,-0.182118229,2.038446181,-2.199026508,-0.562917222,Low,117
0.16940098,-0.004027109,0.702551318,-0.862376689,-0.067690908,-1.153452784,0.281415038,-1.989447823,9.547188945,0.662450539,1.400150823,1.591540265,2.103712927,-0.780028026,-1.005363917,2.66903724,-0.240363395,1.421156832,4.357768875,1.429950349,3.425345416,-0.58644256,0.23896818,-1.611508323,1.69700924,0.045650595,0.19067038,-4.522798949,0.426957296,0.244445522,-1.615919379,2.048800304,0.805788421,-0.941489175,0.417739667,0.863662148,High,118
4.408355727,0.531520804,1.716858276,1.370746046,0.128207443,-0.890456817,2.889625435,-3.581610372,-1.655808203,0.952606803,0.235052018,0.656810194,5.556021929,-1.267176096,-0.997129576,-0.160118943,3.75201789,-2.219956937,3.022812723,0.920873588,1.959536071,-0.270146371,2.62585152,1.1359124,-0.588135378,-0.691127048,0.325457925,-0.661377034,2.166733983,0.196907018,0.243235541,0.013261074,0.229587282,-0.78004726,-0.722649863,2.579300933,High,119
3.22138878,0.481043893,-1.048033546,-0.132570857,-0.080106476,-0.820521018,0.067228773,-1.62683392,9.499101896,-0.828134419,0.215633211,-2.285982182,-0.337914568,1.020179788,0.267460773,0.090095766,-1.062546091,-0.990900215,8.363753776,0.366151724,-1.810212795,-1.025771267,-1.250818368,2.725516267,-3.014216106,-1.736344294,1.237872936,-4.23060205,0.909491984,0.128623513,-2.453002558,1.529466428,-0.367072232,-1.351454502,1.11433545,0.136650997,High,120
0.433489016,1.404503923,-1.103290144,-1.906184684,0.102450916,-0.005431007,-0.654950778,-1.230139865,6.226853139,-0.704836182,0.176645914,2.00670239,-0.428299275,-0.092111008,0.325406031,0.151321175,0.243207976,0.031512973,-2.543187546,0.778183627,-3.263345991,-0.338283508,-0.230221477,-1.88641694,1.336585544,0.10337683,-1.309965943,5.983779432,-0.427957553,0.368381008,-0.433415756,-2.369812627,-2.453392145,1.465734177,0.326061003,0.237882848,High,121
-3.420294658,-0.204152652,-0.475487081,-0.554419861,-0.606156333,-0.439270841,-0.202473284,5.704183609,-5.880428947,1.879130566,0.156937729,-6.810562513,-1.116732054,-1.081242505,-0.822278454,1.431675491,-1.315912361,-0.074790611,4.291665859,0.445782343,0.087173092,0.259322566,4.174006869,5.685352445,0.217372281,1.656583041,5.644407525,-11.33936046,-1.411981436,-0.206124909,0.412211903,7.808317381,0.969759944,0.209082489,-0.412629776,-0.376339208,High,122
-5.560206678,-0.217292024,-3.355352026,-1.494255627,0.967756759,0.103119666,-0.214516374,4.812914276,8.793065201,0.284567411,-0.688252815,-6.623333274,1.559678409,1.626913113,-0.444550337,-1.358214492,-1.087351934,1.009098578,1.151410146,0.141192467,-1.718925367,0.264119592,-1.084654056,5.448126872,-1.998593786,0.661135672,4.462745599,-6.51270764,0.665162535,-1.039029613,-1.242187182,1.006554692,0.721397502,0.199909153,1.611011206,1.28610601,High,123
-5.586753042,0.207199959,-1.07064444,0.838121202,0.313109268,-0.874684464,-0.890321587,-3.940801351,-4.182056226,-0.935822581,0.709798708,-5.172337353,2.109719043,-0.201761248,1.171087042,-1.930888307,-1.202912987,0.52543842,0.307693324,0.04637784,-0.773424267,0.469142952,-0.239166516,0.339372088,-1.006573282,-0.775577313,1.562035661,-8.247549724,-0.259609944,-1.013293123,-1.28602049,4.976385419,0.317190945,1.176567237,0.717742406,0.556571546,High,124
-1.9912015,-0.690763424,-0.307434207,0.910760506,-0.89274648,1.228852574,0.323627162,-3.691455405,6.563686992,0.552282793,-0.237051761,-0.734597583,0.46255434,0.37020965,-0.052977758,0.27834961,-0.361859225,1.356147151,0.125400049,0.673577336,-3.266999866,0.014559792,-0.084702951,-1.125567219,-0.426719153,-0.034726809,0.482632167,-1.807754061,0.731418059,1.069059691,-1.437838997,2.913474073,-1.520717028,1.177451713,0.50444922,0.038297629,Low,125
-9.760349434,1.536843542,1.350433413,-1.441442059,0.501205913,2.548009411,-1.030481644,0.573716104,2.27511671,0.199116894,0.252451817,-9.529752175,-1.071681502,1.084509228,-0.519795721,-1.044086241,-0.154937569,-0.080063928,-1.1529354,-0.627954,0.672203739,1.096855977,-0.739151279,3.548805889,-0.505768995,1.107748586,5.246741054,-6.284627633,-0.307993997,-0.258007944,0.857985613,1.851013089,-1.177785118,0.297817975,-1.161269813,-0.903881296,Low,126
2.107587983,-0.085664969,0.648790175,-1.461212044,-0.515450757,-0.902033204,-1.519412278,-3.0837723,8.639272993,0.21172681,-0.077479155,-1.444440055,-0.144479914,0.930659584,0.110835093,-0.106502659,-0.248534097,-0.09929027,4.860427919,-0.814246152,-3.593421525,-1.035426844,-0.927589099,2.746443635,-1.792836944,-0.098391771,1.023092126,0.2125638,-0.972718739,-0.923600963,0.977510381,2.301003376,-0.483448286,2.084757538,-1.034885791,0.434617175,High,127
-3.394317953,1.079075606,0.105758894,0.112994822,-0.052896404,0.081774371,-1.330202533,3.284263129,-5.74282694,-2.005545133,-0.438589164,-4.563343366,1.159145784,-0.750629569,0.682252887,0.567627719,-1.217752823,-0.533610443,-0.077077684,-1.138985714,5.290613151,1.022293305,0.238661104,0.949261112,-2.400403773,-0.699904921,2.058864925,-2.67564895,-0.281698746,0.258715036,-1.811615923,-0.312605703,0.150855061,-0.779436693,1.426881769,1.341762208,High,128
0.605960223,1.110757352,-0.749239202,-1.449018374,0.366073489,0.71232227,-0.54465804,11.4161314,1.820287128,-0.615061139,-0.246868309,-4.620246307,0.346908551,-0.102712781,-0.181194669,-0.903545245,-1.118426448,-1.904682034,6.539077122,0.474124077,2.023771174,1.118242794,-1.433900973,3.133489609,-0.997381222,-0.107156598,5.948418424,-8.679279093,0.237055589,-0.941288527,1.263460951,8.617259947,-1.730915434,0.334979519,0.050676316,1.507694626,High,129
0.685412659,-0.876027197,-0.201205267,1.119844653,1.08925929,0.723485665,0.829196885,1.876396612,0.698889558,6.312012261,0.299425951,-1.317605206,0.0436041,-1.383866288,0.918574793,0.676017267,0.166106479,0.613292923,4.802762934,-0.085181571,-1.463552273,0.419153192,0.229136743,2.803114569,0.644086789,0.784070837,1.378643352,-3.896901013,0.606008942,0.018673113,-0.890867788,2.210612911,0.087281147,-0.15886492,0.186082266,-0.685521086,High,130
-4.243796761,1.88301023,2.466917375,-1.767584491,3.629766055,-1.683778179,0.124194485,6.658518164,2.46524855,2.749619667,0.762791364,-6.471305896,-0.256201715,3.573222431,-0.254259394,-1.786907136,-0.918086698,-1.017320588,3.348013714,1.906133323,-0.927500901,-1.171490526,1.376349747,0.09998574,2.138657172,1.53198126,4.815837517,0.300900936,-0.346418309,-0.345985046,-0.356024241,3.60190837,-0.001367967,-2.260937636,-0.287597723,-2.020610142,High,131
-0.956423014,1.947611756,1.487288821,-2.698560189,0.065868704,0.642230393,1.017040443,-6.029999399,-0.481175222,1.472347327,-0.743879716,-1.818124156,-0.279422588,-0.067460093,-0.709805731,-0.046207279,0.662016328,0.082873685,-1.617932687,-0.77799296,-4.491132267,-0.624418637,-0.001466972,-2.556641504,-0.048728718,0.529825952,1.037134634,-2.42643438,-1.124098492,0.083835722,-0.919682633,1.134283768,-0.711341195,-0.331458661,0.913121035,0.307597777,High,132
2.701497254,0.69850332,2.644138347,-1.628785936,1.820847105,-0.323145676,-1.612311019,-4.291917648,9.27683384,-0.697123864,-0.133795991,-1.446918111,-0.737480339,-0.351511403,0.138506568,0.243675495,-1.142337717,-0.54051615,3.711962803,1.757409113,2.704231843,-0.779293565,-0.143302678,2.145233635,-1.992164303,-0.382434746,0.574526807,0.877041298,-0.209418277,-0.289482052,1.578162846,2.450503171,1.646663511,-2.149827689,-1.370637669,0.847471482,Low,133
-5.521791517,-0.809580177,0.011976337,0.466064947,0.564391112,0.008581579,-0.595325832,0.892211137,0.09373562,-0.282881492,-1.056810682,-3.420253347,1.604975513,0.307346545,0.159388598,2.838787396,-1.179637412,0.87514603,-0.946865182,-0.111325267,3.360941134,-0.167928026,-0.794453266,2.233428234,-1.336428434,0.181120269,0.621745915,-8.628400352,0.818204507,-0.789380686,-2.410523168,1.813079946,0.719787894,-0.155370617,1.278037632,-1.130069139,High,134
-7.146259527,-0.26221773,-1.314699679,-0.026986663,0.319213947,-1.502746489,-0.849249785,2.802422493,2.811607488,0.050084851,-0.708915399,-6.018443898,-0.36552647,0.880506219,-0.446278141,1.624532823,3.37247492,0.384927662,1.276452671,-0.622489052,-0.300124016,-0.567830306,-0.200987431,1.868056712,-1.226047874,-0.930810692,3.128624854,-7.403500751,2.030017167,0.945904278,-1.607548276,0.75975556,0.303032354,0.156792555,1.811102795,0.38045392,High,135
-6.577192819,0.770702408,0.002694326,-1.276338754,0.93394744,-0.169294608,-0.933168995,0.363609561,1.773000002,-0.521145411,-0.06125976,-2.2888703,-3.405308757,0.321949291,-0.177854443,-1.544993517,0.222553861,0.061643137,2.378728823,1.568718075,5.775270152,1.050947331,0.871354062,2.022700107,1.223035705,1.30815296,2.28275342,-3.498529733,-1.300801482,-0.293645029,0.035683823,0.978279129,0.761906314,0.373134816,0.309203457,1.637912143,High,136
-6.879889987,-0.113302437,1.548823782,-0.449010136,0.014621774,1.482674118,-0.43159856,0.829717115,1.426785337,1.401601253,-0.256571016,-6.454303464,-1.012634301,0.152644772,-0.436471557,-1.158770646,0.104417579,0.304467985,-1.353746866,0.261119126,1.825263762,0.477156215,0.04536189,1.209739587,-0.920068332,0.00348897,2.710235701,-3.860226224,0.335301959,-1.005035385,-0.046253519,-1.98031917,0.429253397,1.455149584,0.699724559,0.565297101,High,137
6.108423347,-0.267896129,-0.975271426,0.201051104,-0.200546665,1.347417576,0.443308943,-2.812832752,2.184176912,3.324209873,-0.392458325,-5.479144032,1.3783363,-1.819051389,0.896608217,-0.590180822,5.254261217,0.227658928,3.81620037,0.916530655,-4.91088381,0.829987907,0.518749734,0.599129087,-4.124237756,-4.020992114,0.264057682,7.334605772,-0.062397628,-0.050961968,0.930697305,-2.794884088,-0.412686132,-0.648090815,-1.465479242,-0.527832696,Low,138
4.102962714,-0.659826432,-0.442878451,0.751959536,1.263899483,0.684427054,1.14111066,-7.402705722,11.34384259,0.531650812,-0.872726345,-2.833627916,0.46348907,0.905980043,1.000689964,0.430513248,-0.869149837,1.655725564,6.673313108,0.834959021,-4.159782043,0.243838518,0.1623458,1.246456972,0.925460286,1.080782956,0.946200474,3.328165357,0.076540932,-0.505831783,-0.191630483,4.21908294,0.284384047,0.288832245,-1.431195997,0.189908358,Low,139
0.671831409,1.619262585,1.40578039,-2.599820399,0.918759129,1.336196311,-0.171563317,-0.749588266,-4.915156619,1.082185614,-0.030485325,2.083602953,-1.031823088,2.21542777,-0.459484303,1.111758219,-0.289230133,-0.699478401,-2.205214333,0.067960621,-4.411465565,-0.742277231,0.041864725,-2.151483879,1.05484969,0.185803837,-1.791321616,5.700236851,-1.470619805,0.155953089,0.584371808,-2.386139803,-0.022663133,-0.475550829,-0.248593496,-0.286365158,Low,140
5.640198678,-0.203312524,-0.198006316,-1.585048652,-2.55864076,0.470706534,-1.273795596,0.820215948,-1.016701622,3.863191211,2.113112034,-2.538544196,-3.639798216,0.288947931,-0.144064684,1.180925223,2.256208265,0.871760211,5.756721043,-0.642492289,3.561309442,-1.970964196,1.787872718,3.885377799,-2.657803607,-0.374271886,1.30556467,3.195593978,-1.81210395,-0.743840489,0.159160478,2.637724508,1.023635921,3.054887649,-0.483200841,0.663714093,Low,141
2.007607236,1.372539151,0.510415394,-3.258936841,-0.700241846,2.025408174,-0.396398462,-2.174790162,2.946936888,0.123124558,1.152985368,0.967816367,4.555101712,-0.743943339,3.43533094,0.207671099,-0.200228967,0.919971409,-2.064707844,0.672866257,-1.043178896,3.213766099,-0.759820112,-0.839916012,-0.668781253,-1.440696797,-0.734246202,8.162707734,1.589336598,0.513149798,-1.801769663,-3.819594472,-1.00509241,-1.989944732,0.48912506,-1.07813208,High,142
-2.071397811,0.349610514,-0.818641765,-0.448867589,0.804712841,0.225987234,-1.117373066,-2.047378706,13.16472774,0.925863521,0.649070908,1.249139671,-3.827623006,1.867104406,1.261828293,-0.488062836,0.238885396,-0.779108385,0.479981079,1.065697402,-1.318395977,-1.292892126,-0.286421695,-2.393919219,2.375927415,0.838597084,-1.116685693,6.122208651,1.865162274,-0.130829898,0.084676262,-0.401781276,1.16879996,-2.018492897,-0.315086704,0.000912285,Low,143
0.664482262,1.24080739,0.753200587,-0.186896589,1.090047592,1.17578714,0.71939758,-0.931872987,-6.329342664,-0.128235706,-0.3687886,2.205403055,-3.197311806,2.656665533,0.338428609,1.817120996,-0.720519712,0.070146,-2.618821229,1.518553846,-3.938513669,-0.47425165,0.00658001,-2.121440098,0.726910649,0.59943498,-2.007930356,5.542256328,0.292049639,-0.070033978,-0.059704693,-2.482022909,-0.101461752,-0.323028729,-0.958753401,-0.022146045,Low,144
0.763623401,-0.079262049,0.373975963,0.128038034,0.483725232,-0.276883353,-0.39796993,-2.155785685,-7.831204081,-1.103873799,-0.230114986,2.51918318,-1.414058953,-0.163392539,0.420117874,0.764836868,-1.01086455,-0.232173824,-4.938466435,0.316806304,-3.750245125,0.012282258,-0.201394304,-2.739930736,1.269733494,0.531323131,0.246529916,6.091749826,0.467411553,-0.001710671,0.145102199,-4.443117426,-0.088333659,-0.54045637,-0.559226727,0.098786287,Low,145
0.801548071,1.318633616,-0.61436776,-1.296363511,-0.682793746,-2.180987886,0.826150714,1.242867223,9.063465109,-2.965724615,-1.556441077,3.134041607,7.339862969,2.33064432,-2.451802873,0.309640279,-0.595726595,0.202468066,-0.608312042,-1.126421789,-0.714446692,1.825490853,0.038233669,-0.16336235,0.557531511,0.074314085,-0.038008585,6.952193326,2.201917598,1.233179987,0.97860676,-2.713489182,-0.909874932,0.845673498,-1.061231908,-1.76212247,Low,146
-1.819005399,1.075431205,0.778433527,-0.446610074,1.264415475,-1.136714582,-0.803404599,-1.176958036,-1.2092518,1.012806619,-1.444257155,-1.218686285,-0.610647598,-0.953808303,-0.523300384,-0.592659521,0.784521596,1.229191334,-0.492857733,0.204577938,0.872906549,0.595955895,-1.180148793,0.319717269,0.842892485,-0.891550062,2.877306184,-3.864176244,-0.357929104,-0.274208459,6.015517703,0.02884986,-0.120912534,-1.257811032,-4.312592036,-0.150809414,High,147
-0.976053419,-0.173463806,-0.124770973,2.457657762,-0.324860321,0.146063697,-1.364425234,-2.359689735,0.135704278,1.802502462,-0.476593924,-0.788245132,0.423392778,-1.597772952,-0.458091054,1.289883977,2.277003344,-0.179095382,-3.312664355,-0.351062785,-4.784798962,-1.265157709,0.103305538,-1.635338309,-1.641190932,-0.857514117,1.20209205,0.898832976,-0.129470814,0.83816907,-0.838922425,-1.118575785,-0.443895134,-0.295417436,-0.301984731,0.194081982,High,148
1.49849189,-0.429519251,1.807064225,-0.678970862,-0.465627007,-1.425331817,1.941886225,0.494440696,1.003825271,1.44580539,-1.964068991,-9.35966675,0.169481362,0.13591451,-1.083798234,0.67906804,0.449779356,-1.701780132,-1.70607164,0.109554997,2.784469151,0.300984582,-0.518951392,1.201613816,0.625031267,0.371513741,5.083331069,-2.123249904,1.707580796,-0.686436108,0.449990693,0.511734878,0.121569459,-0.028335172,0.370879693,2.373226029,Low,149
-5.127631745,0.102728811,-0.331912477,-1.360866386,-1.082434853,-1.565867234,-0.726264899,2.799939735,-3.028248821,-1.56785838,-0.490492553,-4.60736131,-3.900049065,-0.241058742,-1.112146266,2.082871402,0.54406061,-0.642750205,-1.82242324,0.127314461,0.796293712,1.812666305,0.480502789,1.717644912,-1.659394273,-0.76618992,1.243332126,-5.672968845,-0.209211473,-0.960992684,-0.16219507,2.428687574,0.746244321,0.828180225,0.09807004,0.411288924,Low,150
4.297918053,-1.08654417,-2.55383928,-0.953734857,-1.399205082,-1.139018863,-2.254157846,3.228234338,9.386775693,0.026445249,-0.539045197,-0.077663513,2.275904533,0.621329722,-0.096590826,-0.373682723,1.343247444,0.312761801,3.164478265,-0.885378051,-2.074009554,-0.539421775,-0.96577945,1.00284301,-4.116983295,-2.308984276,2.149761031,-0.806608852,-0.042985898,0.790858208,-0.435140197,-2.127684494,0.492346439,0.848179092,0.251829555,1.397376823,High,151
2.205425941,-0.019606946,1.066391049,3.215290831,0.648725605,-0.800580283,-0.253489297,-4.234935119,6.524569607,-0.181887877,0.082465247,-0.492543597,0.807357173,-0.689313269,0.53303954,-1.765389346,-0.285678025,-0.553270971,5.956792535,0.355528062,-2.012428145,-0.038565573,-0.053519955,0.665573281,-1.33384353,-0.807998716,1.648695481,-1.202485103,0.332614681,-0.77056227,0.124381781,4.271250962,0.564258681,1.306530932,0.299354018,1.052566861,High,152
1.965127961,0.621264518,1.796025767,-1.280254061,0.777529437,-0.67509129,0.238461657,-2.335745694,8.009723391,-1.345182377,-0.317247746,-2.492824412,-2.236009209,-0.688743996,-2.006374524,-1.365443953,-1.467172558,0.193128308,4.78396931,1.395151831,3.76572839,0.601026645,0.627953372,2.269970851,-2.100171846,-1.50333273,1.627282047,1.551466895,-0.383295003,-1.172994948,1.994817168,1.954655084,-0.557815519,-2.921248445,-1.115458758,-1.234753442,High,153
-4.99268091,-0.708640519,0.314162668,0.06772658,0.030346133,1.096932155,-0.054211107,-1.936206714,0.627542336,-1.062889135,0.145070776,-0.812737661,-1.276908934,-1.036747829,1.050834135,1.039027195,-1.351945284,0.434379037,1.092880433,-1.248999547,2.847036763,0.601703417,-0.928441045,-0.740939509,0.641530871,-0.874522616,-2.751696023,-2.81546311,-0.902581698,0.493684115,-1.403532666,0.469055931,-1.765602107,0.154814838,1.132279631,1.16200251,Low,154
3.023844275,0.904038783,-0.365115583,4.188163423,-0.116737541,0.360908822,0.906874873,-2.146735622,12.69151209,0.606588371,-0.343366172,-0.138530467,2.493537391,2.861293506,3.097270718,0.330316446,1.964550147,0.857355292,1.678901781,-1.862606468,-4.887931976,-2.01288827,-0.477277728,0.965368386,-2.711629139,-2.184335391,-0.431719373,6.427231878,0.403310885,-0.709788262,0.984328015,0.116379435,-0.213980619,-0.423092104,-1.539255655,-0.599331824,Low,155
0.488337279,-0.216093292,-0.042744571,-0.217249924,-0.479072638,0.141696267,-0.263569198,-3.708241896,3.565611729,0.585918797,-0.765457782,-0.854070712,1.507263689,-0.73872671,1.941923708,-0.760557342,0.600344567,-1.353881921,1.912161932,1.025770171,-1.531630318,-0.949397627,-0.174007899,-1.243875076,-0.014861531,0.279958297,1.753029018,-2.711798641,-0.502689139,1.145420857,-1.7212826,2.861225036,-1.268864095,-0.458579685,0.734762681,1.268437692,Low,156
1.120369838,0.485413933,1.448380624,0.002723428,1.2407117,-1.869413034,0.22856275,-2.972789657,-0.557832459,-0.189303295,0.495741016,2.622599573,-3.007280622,-1.684851635,2.069470932,1.119144382,-1.198057866,1.0240946,0.699640539,0.087768661,4.633011502,-0.430581575,-0.518021739,-0.995359716,-1.637949102,-1.417633879,-3.305016058,1.437731123,-0.626460171,0.036197667,2.186680785,1.151045156,-0.255849173,4.3824722,-1.204435996,1.449980519,High,157
0.575130578,0.609301259,1.792492677,1.258276703,0.927270631,-0.994524488,0.079592616,-2.041577714,-6.464078456,2.198070989,0.017054185,1.285993454,1.014503281,3.20329111,0.722422008,0.76987142,3.677371296,-1.929241456,0.923449632,0.71548954,-3.911815423,-0.726327806,0.025791541,0.021145922,2.238613275,1.091661328,-0.254161368,5.125209375,-0.621296957,0.002213118,0.474473064,-0.251631685,-0.138251384,-0.544365661,-0.28553284,-0.037398293,Low,158
