FirstLayer_dialogue_speed_factor_3,FirstLayer_task_speed_factor_1,FirstLayer_task_speed_factor_5,SecondLayer_Item_inter_factor_3,SecondLayer_Item_inter_factor_5,FirstLayer_dialogue_speed_factor_9,FirstLayer_dialogue_speed_factor_13,FirstLayer_dialogue_share_factor_13,SecondLayer_Item_inter_factor_9,FirstLayer_behaviorType_share_factor_1,floodArmoryScore,FirstLayer_dialogue_share_factor_10,FirstLayer_dialogue_speed_factor_7,FirstLayer_dialogue_speed_factor_10,FirstLayer_dialogue_freq_factor_14,FirstLayer_dialogue_speed_factor_15,FirstLayer_itemInter_speed_factor_1,FirstLayer_dialogue_speed_factor_19,ThirdLayer_inter_factor_7,SecondLayer_arg_inter_factor_1,SecondLayer_Item_inter_factor_6,FirstLayer_itemInter_speed_factor_3,FirstLayer_dialogue_share_factor_2,SecondLayer_Item_inter_factor_4,playerName,POSTU4
0.055912368,5.980612874,-0.23710192,1.866625936,-1.420829216,0.084831511,-1.255982505,-0.895561164,-0.280949336,-1.329683946,2.545686964,1.170098257,-0.076675595,1.42904341,-0.009074648,0.589495484,1.908167943,0.101765225,1.840648254,1.008227075,0.98349882,4.047983382,1.54570038,3.283286224,27,High
-0.03306009,-0.890108473,-0.790292354,2.217044581,-0.269674076,0.022852264,0.017729378,0.907482869,2.929404653,-0.244336435,-1.819248018,-2.195188516,0.073115551,-1.050118964,-0.045128157,2.725558213,-4.276820768,1.03191575,-0.318198356,-0.611910704,-2.915931781,0.172479323,-0.245718544,-2.978977916,28,High
-0.087229819,-0.421224165,0.018753606,-2.872742467,2.063507043,-0.029598011,-0.163425265,2.30373254,-1.150201092,-0.986405393,-1.828744398,0.52947173,-0.048103129,0.697090376,-0.000699499,2.107256077,0.687790778,-0.420251871,-0.711617974,-0.361137934,-0.189996051,-1.391495385,0.630174104,-1.406257684,29,High
-0.071423063,-0.571488363,0.41125671,3.270254712,-2.683218669,0.037194077,-0.348408838,-0.493272319,-0.617098682,1.910459598,-0.110851052,-0.950821245,0.022077683,1.091894452,-0.000347437,1.999902021,-0.715619559,-1.01348386,-0.7836772,0.281220258,-3.429873116,2.094001402,0.15771558,-3.651208589,30,Low
-0.069282944,-1.928124801,0.4644602,-1.596781361,-2.809373328,0.028229835,0.938870646,0.265931408,1.223653638,1.243782915,-2.098348517,-1.535807945,0.074123755,-0.960315936,0.037691265,0.206544123,0.52935515,-0.199882587,-1.776551894,0.17146778,-4.592297022,4.166395184,-1.072981563,8.656487685,31,High
0.0608832,-3.47282074,0.595637308,0.28764572,-0.096102773,-0.061030349,0.943992512,-0.009809214,0.224445597,-1.324011911,1.857718865,-0.548764863,0.045686208,1.717589438,-0.008166087,-3.14866642,-0.506295829,0.720709865,-0.65539363,-0.315446795,-0.767647285,-0.132712202,-1.173787589,-2.287834846,32,High
0.013800971,0.315291569,-0.39280961,-0.699137579,-0.330339403,-0.04020012,0.557043503,0.71185228,0.300448351,-0.911249938,2.376568249,2.529985759,-0.061684205,-2.375464618,0.034959437,-0.719147097,-0.151918786,1.796639436,-2.375189018,0.152875526,-3.657733343,-1.501061459,3.525935086,-1.607689145,33,High
0.049040197,8.100814429,0.402976412,-0.248469824,6.524840072,0.046900948,-0.819631132,1.025076531,-0.682502717,-0.671293715,0.846564484,0.120516077,-0.040854564,-1.190563364,-0.060277125,1.717954913,-2.874181562,-0.372675604,1.159599312,-0.999275612,-3.099291124,-0.964883681,0.049587541,-0.07350436,34,High
0.083468888,-3.457452738,-0.174224559,-2.167231772,-0.344503442,-0.047427419,-1.127322611,0.911531981,-0.632193157,0.050306025,-0.417353122,0.101641972,0.054515753,-0.207093303,0.033704212,-1.295166093,1.217765527,-0.745366076,-0.584311057,0.81386112,0.462175431,0.631411208,-0.876132498,-2.152625532,35,High
-0.049917232,-1.160867827,0.611072825,2.091055071,-0.048341771,-0.004957486,-0.195485733,-0.14029653,0.358941207,0.679214223,2.495253743,-0.248577159,0.070696386,-1.198905486,0.029991212,1.591943589,0.621970076,0.817012057,1.033168814,1.752201388,0.628887147,1.154520342,-0.700377654,1.532088684,36,High
-0.035434073,5.681246496,-0.264379517,-0.443409831,1.043092659,0.047235431,0.580831126,0.272686647,0.300342277,-0.621878375,-1.223112869,-1.872484003,0.034904152,0.633071291,-0.008864124,-1.011437256,-1.295462268,0.068593646,-0.340734313,1.023168261,-3.472157127,-1.926468246,-0.671866266,-1.838436609,37,High
0.055611031,-1.736158584,0.873221052,-1.963425303,-1.733265818,-0.035204285,1.683557812,-1.537737659,-0.082909453,0.226627719,1.097463499,-1.270390929,0.065565553,-0.389875316,-0.009054226,1.753173917,2.567192283,-0.422312433,0.637556041,0.661177925,-2.368667869,1.573743837,0.716523406,1.767888894,38,Low
-0.04710207,-0.136385347,0.287609954,0.172228812,0.787651945,0.044032244,-0.197995773,-2.160114751,0.14237934,0.644188261,-0.771588803,-1.022285569,-0.011276164,-0.095341798,0.000137794,2.255923786,-1.837096254,2.024624387,-1.702553709,-0.557578862,-5.300677083,-1.081071604,0.807082512,-3.917611462,39,High
0.054497386,7.159008379,-0.086532724,0.286081395,-0.019746448,-0.011436069,-0.666642861,1.767604534,0.558079055,2.248387618,-0.189474404,-0.371003102,0.037084342,0.064836096,-0.003083437,1.824649637,2.842110447,-0.286903443,-0.379589186,-1.746569054,-1.172509901,-0.170540083,1.43652055,-1.217241497,40,Low
0.087369001,7.24252551,-0.045481482,1.618716332,0.349761373,-0.040922334,-1.302939549,0.628967589,0.717309776,-0.286539686,-0.978921301,0.651524135,-0.044117155,2.912576479,-0.080270544,2.589583581,-1.52060059,-0.732527535,-1.20066643,0.12008064,-1.584911601,0.191532071,-0.657373974,-0.819775038,41,High
0.019730434,-3.004399468,-1.187997878,-1.435209123,0.935107131,-0.350472871,0.738566644,-0.84125019,-0.275261857,0.517765446,0.975110522,2.074370739,0.045194593,-0.053922939,-0.052689461,-1.938143002,2.707618023,3.214198129,0.361369998,0.530302969,1.034096111,1.039966307,-0.416660048,0.918335786,42,High
0.075411365,-1.934587852,-0.389847247,-0.639205773,0.153330964,-0.053122968,-0.556469687,0.247772142,0.139485084,-0.349142576,1.389605069,0.557697481,0.020886709,-0.151180201,-0.048289915,-0.21172949,1.024307448,0.196843651,0.827939178,-0.371600609,0.968629153,1.303548266,-0.473396823,-0.71469589,43,High
-0.024983686,-1.692558252,-0.60772341,0.6837408,1.51929172,-0.046307061,-0.264891902,-1.924461913,-0.228900282,-1.580345218,1.002638208,-1.617072197,-0.020132934,-2.352815196,0.012259225,0.394143428,1.973855977,1.225001144,-1.045893409,0.340471287,2.503386303,0.55807298,-1.292231077,1.320460833,44,High
-0.086590196,8.039073407,0.582541175,-2.447116197,-0.144717586,0.050746565,-0.989903639,0.20504729,0.831909551,-0.096565798,2.882378012,-0.745230783,-0.098839443,-1.088583512,-0.107326123,-1.604570963,-1.121117778,0.122404006,0.829545506,-1.093476205,-0.607710458,1.54865698,3.926768106,3.169228245,45,High
0.048979355,-1.164501038,0.730360725,0.259038716,-2.337912885,0.02093254,-0.396079209,1.72542806,-0.084275857,1.914332937,-0.360524169,-1.51089556,0.112748053,2.951448602,0.041886586,2.165372357,0.745406947,2.88360404,0.07673532,-0.42244677,2.277790064,4.523652931,-2.175071222,2.219045038,46,Low
-0.048192109,0.024198959,0.302742826,-0.37242297,2.405687563,0.02674379,0.777941456,-1.096388849,-0.792716918,0.877086669,-1.815843994,0.164593679,-0.088786677,1.695364828,-0.044317608,0.840383684,-1.701990156,0.760794888,-1.550561116,-1.475642622,-5.247745521,-1.215310991,0.939241606,-1.935325095,47,High
-0.050655818,4.635669559,-0.779475803,-1.827638507,2.211852901,0.013435355,1.325444552,1.852205037,0.91697306,0.946705121,2.747375977,-1.778240525,0.058277303,3.378512338,-0.042687449,-2.086375318,-2.358412332,-0.991192969,0.513276788,-0.855655278,-2.222223807,0.51872945,0.158893504,1.84060667,48,Low
-0.040631034,-6.934181604,0.348675995,-0.249600972,-1.631333096,0.016477286,1.764093367,-0.970135734,0.875111768,0.03628673,-3.519514241,-1.907720796,0.09346251,-0.825163478,0.022896845,-0.982258295,-3.074994698,0.274959097,1.15655582,0.730989653,-1.543262583,-0.344940035,1.386560514,-2.753358804,49,High
0.048636223,7.015872122,-0.209780374,1.00493827,-0.725668373,0.014951584,-0.068002197,1.091790026,1.542796791,1.994778521,2.099300939,-1.511764106,0.093511359,-0.165531646,-0.026485807,-1.220749326,0.379140488,1.778237072,0.353762319,-0.739573185,-2.124231825,-0.258811763,-2.101744719,2.539541213,50,High
0.061467887,-0.14786085,-1.074037116,1.692492505,1.230691363,0.018015498,1.020661889,0.648905039,0.736578522,-0.943658448,-1.201114304,-3.736766886,0.042391836,2.308728416,-0.045184797,0.002835926,1.155539301,-0.451798918,-1.138842282,-0.600466736,-1.166552967,0.072968985,1.020910803,-0.924841357,51,Low
0.054317882,-2.182846326,0.493118435,0.198246835,-3.110443599,-0.035417255,-1.020270109,0.329565625,0.204598933,0.104586345,-1.736215399,-1.271601677,0.026576978,-0.475407758,-0.055614806,-0.923437862,-0.209588606,1.221231472,-0.159589782,0.388290156,1.020693022,4.426329448,-1.245272801,0.557687544,52,High
0.150201668,4.942909502,1.612528547,2.663141934,2.51447794,0.049232706,0.048492162,-1.429751234,-1.591785299,-0.512525591,-3.797367986,0.341181722,0.028696067,0.90019968,-0.05098594,1.257040779,2.947426207,-0.206168899,-0.709292357,1.456863076,-5.349042844,-1.340378046,0.142696214,3.092476775,53,High
0.069193804,7.776918858,-0.982181178,0.706845385,2.615479775,-0.044568501,-1.230227681,2.06023501,0.78457012,1.733193717,1.272584102,0.956284349,-0.038834386,2.129158072,0.044410081,1.980553072,1.439048679,0.533744558,-0.640501503,0.400909385,-0.871692331,1.953946574,0.967434656,-3.075885867,54,High
0.021122762,8.889574824,0.251434534,-2.309723478,-3.260547807,0.014178781,4.245764179,-0.473238486,-0.140303682,1.242069367,-0.897482838,1.779314492,0.065738122,0.124088931,0.033656419,-0.363602815,-1.946976901,1.767931199,-1.123748502,-0.186394475,-3.556194994,-0.31251587,2.358230443,1.494611279,55,Low
0.09860268,2.702276994,-0.513649568,0.891570401,-0.151414777,-0.019472392,-0.364715267,0.738691546,-0.033810359,-0.857141475,-0.220060382,-0.039255718,-0.069549067,-0.142517157,0.009615792,1.403695211,1.417423986,-0.470665993,-1.503752236,0.337044706,-1.592111075,1.562805845,-0.068296385,1.790641196,56,High
0.059558669,-6.540909105,-0.596894791,1.81710117,-4.191990981,0.000214163,-0.476940231,-0.959122297,-1.43416974,-0.984315096,-0.929142807,-2.778531448,-0.054436805,1.21386218,-0.022522936,0.930609763,-4.846247487,0.39254818,1.088199005,0.161899837,-0.205363605,-1.315109719,-1.168816236,2.341191884,57,High
-0.031487692,-2.094127241,-0.185154622,2.984031797,1.25610329,-0.072093107,0.179884692,-1.741007668,0.681657464,1.06644542,0.307595621,-0.90461238,0.056522626,-0.812445661,0.003605935,1.213090667,-0.115316701,-0.323240868,-0.769788417,0.048741448,-3.323965188,-1.808685055,-1.108754254,-2.456405393,58,Low
0.087148336,2.919128734,-0.262276724,1.558376833,0.573630505,0.069270202,-1.360594101,2.327027166,0.870207538,-0.049702417,-1.373197797,-0.459030638,-0.088809519,0.54261769,0.012664706,0.527137494,-0.69502228,4.619130055,-1.555851297,0.446886969,-1.258565775,0.186514457,-0.750801745,-1.509758802,59,High
0.060911749,6.327451988,-0.717579967,1.592754271,0.288710321,0.034579968,-1.140290059,2.037800679,0.117585225,0.803682051,2.580962422,0.387153986,-0.042887532,2.219174185,-0.019297097,-2.101425148,-0.115213832,0.396527726,-1.456661322,-0.05588356,-0.669519206,-0.614124205,-1.62020257,-0.289727533,60,Low
-0.037666519,7.247655857,-0.125113014,0.850703859,2.529489258,-0.12797315,-2.433913601,0.254838112,-0.142438345,-0.198248456,-4.164686657,-0.847584933,-0.012470754,0.845374126,0.005968521,-1.063553023,-0.136474039,-1.55007184,1.713164748,-1.059193363,-0.386160922,-0.10139489,-1.055139596,-0.254765711,61,Low
-0.087127609,-0.484261131,-0.724915195,1.348452382,0.070885521,0.04520413,0.937328521,-2.109931795,-1.195327464,-0.430611153,-0.468454069,0.319165763,0.04479969,1.63174439,-0.006744609,1.516690088,-0.65661525,0.262773356,0.788081023,-0.488492609,1.132827079,-0.169056423,1.791466464,-0.841251178,62,High
0.074180235,-0.906286306,0.05503853,1.833307125,0.905524452,-0.021288465,0.161180836,-0.413515163,-0.005901986,1.256076111,1.307847048,-1.216620238,-0.046214918,1.866617754,-0.003199508,-0.726064074,2.00330831,-1.2852369,-0.38811784,-0.206321554,1.585308482,0.489888845,-0.389466443,0.08791588,63,High
-0.03976954,-0.972729045,-1.308297164,-0.806931016,0.833034356,-0.035197233,0.267986357,-2.858214334,1.046341354,-0.892239493,-0.020876267,-1.274363648,-0.054225703,-2.26712688,0.007650984,0.612448271,-0.338180354,-0.351249636,-0.032956406,-0.256680288,0.376720645,-2.636958394,0.497478055,0.65173437,64,High
0.063674001,0.079736253,1.270914962,0.85947055,0.454117453,0.021558243,0.471671852,-0.943378801,0.847942007,-0.459343789,2.438324879,-2.587269905,-0.00804958,1.559794821,-0.013872888,-0.254394496,1.722712466,0.674373274,-0.658139855,-0.002072099,-1.261157933,0.888822887,-1.208492463,2.508329634,65,High
-0.017400492,6.961247917,-0.243431464,-0.411437445,0.20720889,-0.00797139,-0.735311406,0.977237137,-0.302368755,-0.995208375,0.021692254,0.602160848,-0.004157843,-1.052592756,-0.005220795,2.17561534,-1.30824384,-0.274678671,0.690710079,-0.054952109,0.468666666,4.064626122,0.76239715,2.711307705,66,High
-0.053786382,1.239466193,-0.771621869,2.003349158,1.576717112,-0.074391159,-0.926413092,-0.354289738,1.589742232,0.532951251,-1.301658786,-2.015743036,-0.045437739,-0.610959607,0.109195092,2.634050714,-6.60262279,-1.862034898,0.946007336,-1.544211348,-0.716835693,0.551724915,-1.597432388,-4.774584067,67,High
0.044644787,-0.2678591,-0.479881352,0.855403755,0.799020472,0.010731804,-1.06077105,-1.459303903,-0.596955396,-0.011009071,0.107054265,2.066358148,-0.07875337,0.104251038,0.009874441,2.545626934,-0.035627295,-0.414173717,0.66140484,0.041260465,-1.005391174,1.503706071,-0.322064172,-0.551253963,68,Low
-0.084830467,-0.241148931,0.024480883,4.971431688,-0.168821549,0.025295947,-0.844223213,-0.254785606,-0.527588765,-1.68668293,2.064649366,-1.759913083,-0.079513019,-0.526446079,0.149252839,3.06188625,-3.242108431,0.256534345,0.480147295,-0.003548992,0.471876136,-2.255154003,0.623046948,-2.20397529,69,High
-0.083239769,-6.550291113,1.181734275,0.26312095,3.470181427,-0.016058684,-0.589097306,2.682209863,-0.478728063,0.700211436,3.719669919,-1.281758929,-0.003765532,0.33288165,-0.058153437,1.412428315,1.523307831,0.031975703,5.134824455,0.305508759,1.531873444,5.459112657,-0.831744864,5.192064319,70,High
0.060203771,-1.381356466,0.823257903,0.128543258,1.453467891,0.006961502,0.18596668,0.749042934,-0.353384187,0.143856539,-1.563881276,-0.909758226,0.062418234,0.728361752,-0.02813287,1.386617782,2.553446645,0.044403193,0.056037205,-0.414554953,-0.030826613,1.698600841,0.120199389,0.651702169,71,Low
0.011209687,6.010501987,-0.241863996,-0.939488896,0.893744989,0.101657201,1.543837172,-1.138379165,0.092259732,-2.29988559,4.704026795,0.284833454,-0.016841789,-0.108697261,-0.023509381,-0.736941488,2.252119776,1.879164847,-0.887443871,-0.368015034,1.102597366,-1.771039091,-0.437514918,1.878020924,72,High
-0.052691601,-1.676438552,0.170905241,-0.244154059,0.503079291,-0.020296967,-0.388771434,-1.074107563,1.087741225,-0.565819638,-0.341101569,0.244461494,0.003711196,0.197009941,-0.011279261,0.341969037,2.925689428,-1.062786149,0.430629709,-0.789520309,1.040388772,0.061192378,1.082198824,0.220714734,73,Low
0.071454077,3.021246809,1.160213696,1.726934393,2.544081608,0.02487242,-0.187007004,0.343739455,0.321768721,-0.411026539,1.053600887,-2.299899364,0.065429905,0.364237201,-0.005485342,-0.070562716,0.011565038,-0.381583539,0.865853042,-1.013356892,-1.139004745,1.918813374,-1.556965155,-0.495136941,74,Low
-0.054615239,-1.604603141,-1.403154953,1.841093715,1.432191264,0.047454865,1.142233341,-2.717696464,-0.414086707,0.206548723,0.830433228,0.499405827,0.068385663,1.794595217,-0.008497042,0.615452272,1.362003392,-2.375515353,0.80999756,0.02769307,1.185577488,0.533456676,0.933176499,-0.512571434,75,High
0.048658868,-2.151153132,0.871186765,0.656618268,-2.092973522,0.011959218,-0.517453027,0.507185526,-0.418287335,1.189958405,0.505088519,-3.639939739,-0.017574671,0.857254353,0.038080943,-1.832488914,-0.333573268,-1.725377439,0.652239979,0.239162058,-0.190636262,2.914305826,-0.571622151,-0.006379928,76,Low
0.000374627,4.604087602,-0.830289691,0.123771628,0.854873295,-0.067552079,-0.293288591,1.35950813,1.295416923,1.356035883,4.103891267,-2.986429761,-0.01085232,-0.073255078,0.154455239,-2.309396758,-2.570431009,0.76342237,0.279941533,1.109616692,0.563945538,5.012775683,-1.263611764,3.725061869,77,High
0.028882728,5.202857734,-0.550588289,-2.078782239,-2.568794112,0.00421273,0.878150933,1.135977963,-0.02189863,0.685229498,0.2442492,-1.078564773,0.061364903,0.271295147,-0.056866203,1.602888181,1.971075252,1.649182137,-0.722182537,0.153679166,-0.371235956,0.470733693,-0.636197428,1.357856439,78,High
