,ItemID,classId,buildType,installId,playerName,playerId,timestamp,platform,sessionId,teacherId,type,unit,buildVersion,PlayerpostionX,PlayerpostionZ,PlayerpostionY,CamerarotationX,CamerarotationZ,CamerarotationY,QuestTableF,TasktableF,Scenenames,buildVersion.1,dialogueID,dialogueEventType
49,5c53642ae4194c47a14dd581,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:09,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,22.33252716,1.630741835,0.787625194,0.997684181,-0.068016648,0,U1 - Meet up with Jasper,"79,meetJasper","U1,U1_Quest",0.11.141,178,DialogueStartEvent
50,5c53645ce4194c47a14dd5f5,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:10,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,22.33252716,1.630741835,0.787625194,0.997684181,-0.068016648,0,U1 - Meet up with Jasper,"79,meetJasper","U1,U1_Quest",0.11.141,178,DialogueFinishEvent
51,5c536470e4194c47a14dd633,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:11,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,35.6114006,23.95593452,0.97973752,-0.481752664,0.876307249,0,U1 - Meet up with Jasper,"79,followJasper;79,jumpDebris","U1,U1_Quest",0.11.141,180,DialogueStartEvent
52,5c536470e4194c47a14dd63e,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:11,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,35.6114006,23.95593452,0.97973752,-0.481752664,0.876307249,0,U1 - Meet up with Jasper,"79,followJasper;79,jumpDebris","U1,U1_Quest",0.11.141,180,DialogueFinishEvent
53,5c536489e4194c47a14dd676,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:11,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,-0.476606011,55.63684845,0.980474591,-0.304032624,0.952661633,0,U1 - Meet up with Jasper,"79,escapePods;79,enterPod","U1,U1_Quest",0.11.141,181,DialogueStartEvent
54,5c536493e4194c47a14dd68b,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:11,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,-0.476606011,55.63684845,0.980474591,-0.304032624,0.952661633,0,U1 - Meet up with Jasper,"79,escapePods;79,enterPod","U1,U1_Quest",0.11.141,181,DialogueFinishEvent
55,5c5364b9e4194c47a14dd6e4,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:12,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.6699829,1129.660034,98.50595093,-0.03371181,-0.99943161,0,Find Toppo's Posters,"49,poster1;49,poster2;49,poster3;49,poster4;49,poster5","U2,U2_Collectibles,U2_Quests",0.11.141,164,DialogueStartEvent
56,5c5364c3e4194c47a14dd709,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:12,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.6699829,1129.660034,98.50595093,-0.03371181,-0.99943161,0,Find Toppo's Posters,"49,poster1;49,poster2;49,poster3;49,poster4;49,poster5","U2,U2_Collectibles,U2_Quests",0.11.141,164,DialogueFinishEvent
57,5c5364e6e4194c47a14dd75b,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:13,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.6699829,1129.660034,98.50595093,-0.03371181,-0.99943161,0,Find Toppo's Posters,"49,poster1;49,poster2;49,poster3;49,poster4;49,poster5","U2,U2_Collectibles,U2_Quests",0.11.141,165,DialogueStartEvent
58,5c5364ffe4194c47a14dd792,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:13,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,667.5499878,1171.865356,99.72140503,0.179971471,-0.983672023,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6","U2,U2_Collectibles,U2_Quests",0.11.141,165,DialogueFinishEvent
59,5c536509e4194c47a14dd7a5,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:13,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.3726807,1125.267334,98.11882782,0.181688026,-0.983356476,0,"Find Toppo's Posters,What just happened?,Crash Diagnostics - Mountains","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,pod","U2,U2_Collectibles,U2_Quests",0.11.141,163,DialogueStartEvent
60,5c536513e4194c47a14dd7d0,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:13,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.3726807,1125.267334,98.11882782,0.181688026,-0.983356476,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,pod","U2,U2_Collectibles,U2_Quests",0.11.141,163,DialogueFinishEvent
61,5c536513e4194c47a14dd7d3,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:13,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.3726807,1125.267334,98.11882782,-0.028478282,-0.999594688,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,pod","U2,U2_Collectibles,U2_Quests",0.11.141,330,DialogueStartEvent
62,5c536536e4194c47a14dd814,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:14,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,675.3726807,1125.267334,98.11882782,-0.028478282,-0.999594688,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,pod;51,scrap","U2,U2_Collectibles,U2_Quests",0.11.141,330,DialogueFinishEvent
63,5c53654fe4194c47a14dd859,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:14,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,642.5369873,1207.301392,107.7914505,-0.498004973,0.867174149,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,scrap","U2,U2_Collectibles,U2_Quests",0.11.141,331,DialogueStartEvent
64,5c53655ee4194c47a14dd869,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,1,90,1/31/2019 9:14,WindowsPlayer,NA,11,DialogueEvent,0,0.11.141,654.2212524,1236.230347,107.7674789,0.365395337,0.930852413,0,"Find Toppo's Posters,What just happened?","49,poster1;49,poster2;49,poster3;49,poster4;49,poster5;49,poster6;51,scrap","U2,U2_Collectibles,U2_Quests",0.11.141,331,DialogueFinishEvent
