Feature Number,Iteration Number,Resampling Name,Test Accuracy,Macro Precision,Macro Recall,Macro F1,High Precision,High Recall,High F1,Low Precision,Low Recall,Low F1
21,13,NearestNeighborAll,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
21,15,CondensedNearNeighbor,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
22,15,borderline,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
23,15,Smote,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
23,15,borderline,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,Smote,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,adasym,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,borderline,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,NearestNeighbor,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,NearestNeighborAll,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
24,15,NeighborCleaningRule,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
25,5,adasym,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
25,15,Smote,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
25,15,adasym,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
25,15,borderline,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
25,15,CondensedNearNeighbor,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
25,15,NeighborCleaningRule,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
26,15,adasym,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
26,15,borderline,0.962,0.938,0.974,0.953,1.000,0.947,0.973,0.875,1.000,0.933
27,5,borderline,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
28,5,Smote,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
28,5,borderline,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
29,5,adasym,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
29,5,borderline,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
34,5,borderline,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
48,5,borderline,0.962,0.975,0.929,0.949,0.950,1.000,0.974,1.000,0.857,0.923
27,2,SmoteTomek,0.960,0.961,0.907,0.933,0.935,0.990,0.962,0.961,0.828,0.889
27,9,SmoteTomek,0.952,0.965,0.935,0.950,0.948,0.991,0.969,0.964,0.845,0.901
27,1,SmoteTomek,0.949,0.944,0.893,0.918,0.901,0.984,0.940,0.962,0.802,0.875
27,13,SmoteTomek,0.945,0.958,0.920,0.939,0.939,0.985,0.961,0.965,0.830,0.892
27,10,SmoteTomek,0.941,0.930,0.879,0.904,0.888,0.972,0.928,0.971,0.786,0.869
27,6,SmoteTomek,0.938,0.950,0.918,0.934,0.950,0.988,0.968,0.962,0.847,0.901
27,7,SmoteTomek,0.936,0.947,0.892,0.918,0.922,0.982,0.950,0.955,0.785,0.862
27,5,SmoteTomek,0.932,0.969,0.958,0.963,0.991,0.944,0.967,0.946,0.934,0.940
27,8,SmoteTomek,0.927,0.916,0.865,0.890,0.905,0.975,0.938,0.958,0.755,0.844
27,4,SmoteTomek,0.925,0.941,0.861,0.899,0.927,0.968,0.947,0.949,0.754,0.842
2,10,SmoteENN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
3,10,SmoteENN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
3,11,OnesidedSelection,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
3,15,OnesidedSelection,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
6,10,SmoteENN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
6,12,clusterCen,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
7,11,OnesidedSelection,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
7,12,clusterCen,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
7,15,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
7,15,adasym,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
7,15,CondensedNearNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
8,1,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
8,11,borderline,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,11,NearestNeighborMode,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,11,CondensedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,12,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
8,12,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
8,13,RandomUnderReSam,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,14,SmoteENN,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
8,15,adasym,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,15,borderline,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
8,15,OnesidedSelection,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
9,12,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
9,13,SmoteENN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
9,15,Smote,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
9,15,clusterCen,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
9,15,CondensedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
10,12,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
10,12,NearestNeighborMode,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
10,13,SmoteENN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
10,13,clusterCen,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
10,13,CondensedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
10,14,NearestNeighborAll,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
10,15,NeighborCleaningRule,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
11,10,NearestNeighborMode,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,12,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,12,NearestNeighborMode,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,13,RandomUnderReSam,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
11,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,15,NearestNeighborMode,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
11,15,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
12,3,RandomUnderReSam,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
12,15,RandomOver,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
12,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
12,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
12,15,NearMiss,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
12,15,OnesidedSelection,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
13,3,OnesidedSelection,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
13,5,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
15,12,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
15,12,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
15,14,NearMiss,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
15,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
15,15,CondensedNearNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
16,11,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
16,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
16,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
16,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,10,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,13,NeighborCleaningRule,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,15,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
17,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
18,12,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
18,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
18,15,NearestNeighborMode,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
19,5,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
19,14,RepeatedNearNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
19,15,Smote,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
19,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
19,15,NeighborCleaningRule,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
20,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
20,5,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
20,13,clusterCen,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
20,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
20,15,Smote,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
20,15,adasym,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
21,3,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
21,13,NearestNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
21,13,allKNN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
21,13,NeighborCleaningRule,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
21,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
21,15,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
21,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
21,15,NeighborCleaningRule,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
22,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
22,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
22,13,NearestNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
22,13,RepeatedNearNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
22,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
22,15,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
22,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
23,13,NearestNeighborAll,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
23,13,RepeatedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
23,13,allKNN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
23,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
23,15,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,5,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,12,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
24,13,NearestNeighborAll,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,13,RepeatedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
24,13,allKNN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
24,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
24,15,CondensedNearNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
25,5,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
25,12,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
25,13,RepeatedNearNeighbor,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
25,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
25,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
25,15,NearestNeighborAll,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
25,15,allKNN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
26,5,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
26,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
26,10,clusterCen,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
26,10,NeighborCleaningRule,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
26,15,RandomOver,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
26,15,Smote,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
26,15,NeighborCleaningRule,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
27,12,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
27,13,NearestNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
27,13,NearestNeighborAll,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
27,13,allKNN,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
27,15,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
27,15,NearestNeighbor,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
27,15,NearestNeighborAll,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
28,3,adasym,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
28,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
28,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
28,15,SmoteTomek,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
29,3,adasym,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
29,5,RandomOver,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
29,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
30,3,Smote,0.923,0.889,0.947,0.910,1.000,0.895,0.944,0.778,1.000,0.875
30,3,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
30,5,SmoteTomek,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
30,5,NearestNeighborMode,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
30,15,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
30,15,borderline,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
31,3,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
31,5,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
31,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
31,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
31,15,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
31,15,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
32,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
32,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
32,12,clusterCen,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
32,12,NearestNeighborMode,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
32,12,OnesidedSelection,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
33,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
33,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
33,15,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
34,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
35,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
35,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
35,12,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
36,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
36,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
36,12,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
37,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
37,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
37,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
37,12,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
38,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
38,12,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
44,12,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
45,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
46,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
47,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
48,5,RandomOver,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
48,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
48,12,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
50,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
50,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
52,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
53,5,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
53,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
54,12,Smote,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
56,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
58,5,adasym,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
59,5,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
61,5,RandomOver,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
61,5,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
62,5,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
66,12,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
72,15,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
73,3,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
77,3,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
79,12,Smote,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
104,12,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
119,12,adasym,0.923,0.902,0.902,0.902,0.947,0.947,0.947,0.857,0.857,0.857
123,15,borderline,0.923,0.952,0.857,0.892,0.905,1.000,0.950,1.000,0.714,0.833
27,12,SmoteTomek,0.921,0.953,0.882,0.916,0.923,0.983,0.952,0.982,0.780,0.870
27,14,SmoteTomek,0.915,0.927,0.850,0.887,0.909,0.960,0.934,0.953,0.745,0.833
27,11,SmoteTomek,0.910,0.910,0.825,0.865,0.883,0.948,0.914,0.932,0.702,0.800
27,15,SmoteTomek,0.897,0.907,0.822,0.862,0.843,0.957,0.897,0.971,0.687,0.804
2,10,clusterCen,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,8,NearestNeighborMode,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
3,8,CondensedNearNeighbor,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
3,8,OnesidedSelection,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
3,10,Smote,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,10,adasym,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,10,SmoteTomek,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,10,NearestNeighbor,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,10,NearestNeighborAll,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,10,OnesidedSelection,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
3,11,CondensedNearNeighbor,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
3,14,SmoteENN,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
4,3,Smote,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
4,8,SmoteN,0.885,0.867,0.831,0.846,0.900,0.947,0.923,0.833,0.714,0.769
4,8,NearestNeighborMode,0.885,0.847,0.876,0.859,0.944,0.895,0.919,0.750,0.857,0.800
4,10,SmoteENN,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
4,10,RandomUnderReSam,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
4,10,NeighborCleaningRule,0.885,0.850,0.921,0.869,1.000,0.842,0.914,0.700,1.000,0.824
