Feature Number,Iteration Number,Resampling Name,Test Accuracy,Macro Precision,Macro Recall,Macro F1,High Precision,High Recall,High F1,Low Precision,Low Recall,Low F1
67,2,Smote,0.811,0.829,0.730,0.752,0.800,0.960,0.873,0.857,0.500,0.632
67,2,borderline,0.811,0.829,0.730,0.752,0.800,0.960,0.873,0.857,0.500,0.632
68,2,RandomOver,0.811,0.829,0.730,0.752,0.800,0.960,0.873,0.857,0.500,0.632
72,2,RandomOver,0.811,0.829,0.730,0.752,0.800,0.960,0.873,0.857,0.500,0.632
124,2,adasym,0.811,0.829,0.730,0.752,0.800,0.960,0.873,0.857,0.500,0.632
9,10,CondensedNearNeighbor,0.811,0.816,0.860,0.806,1.000,0.720,0.837,0.632,1.000,0.774
5,2,SmoteN,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
22,15,NearestNeighborMode,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
24,12,RandomOver,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
24,12,Smote,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
27,12,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
28,12,adasym,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
29,12,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
33,2,Smote,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
37,2,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
47,2,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
49,2,RandomOver,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
54,2,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
59,2,adasym,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
65,2,borderline,0.811,0.800,0.752,0.767,0.821,0.920,0.868,0.778,0.583,0.667
9,10,clusterCen,0.811,0.788,0.817,0.796,0.909,0.800,0.851,0.667,0.833,0.741
13,10,clusterCen,0.811,0.788,0.817,0.796,0.909,0.800,0.851,0.667,0.833,0.741
10,3,Smote,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
11,15,NearestNeighborMode,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
17,3,OnesidedSelection,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
48,2,Smote,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
50,2,RandomOver,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
52,2,adasym,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
53,2,RandomOver,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
53,2,borderline,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
56,2,RandomOver,0.811,0.787,0.773,0.779,0.846,0.880,0.863,0.727,0.667,0.696
9,3,borderline,0.811,0.784,0.795,0.789,0.875,0.840,0.857,0.692,0.750,0.720
9,15,NearestNeighborMode,0.811,0.784,0.795,0.789,0.875,0.840,0.857,0.692,0.750,0.720
17,14,CondensedNearNeighbor,0.811,0.784,0.795,0.789,0.875,0.840,0.857,0.692,0.750,0.720
26,7,Smote,0.811,0.784,0.795,0.789,0.875,0.840,0.857,0.692,0.750,0.720
18,1,SmoteN,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
22,1,SmoteTomek,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
25,7,SmoteN,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
26,1,OnesidedSelection,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
28,1,SmoteTomek,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
28,1,OnesidedSelection,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
29,1,RandomOver,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
29,1,NearestNeighborMode,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
30,1,Smote,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
30,1,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
31,1,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
33,1,Smote,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
47,1,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
49,6,SmoteN,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
91,2,RandomOver,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
100,2,Smote,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
118,8,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
132,2,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
133,7,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
134,7,Smote,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
142,8,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
149,8,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
150,8,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
152,8,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
161,2,Smote,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
171,2,adasym,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
172,7,borderline,0.784,0.879,0.667,0.681,0.758,1.000,0.862,1.000,0.333,0.500
17,1,SmoteN,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
22,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
22,1,NearestNeighborMode,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
23,1,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
23,1,adasym,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
23,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
23,1,OnesidedSelection,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
24,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
24,1,NearestNeighborMode,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
25,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
26,1,Smote,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
26,1,adasym,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
29,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
29,1,OnesidedSelection,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
29,12,SmoteTomek,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
30,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
30,7,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
31,1,Smote,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
31,7,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
32,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
32,7,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
33,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
37,1,adasym,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
37,1,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
47,11,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
51,12,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
58,2,SmoteN,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
58,7,Smote,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
62,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
64,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
66,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
67,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
69,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
73,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
78,2,RandomOver,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
84,2,adasym,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
88,2,adasym,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
100,2,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
102,2,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
117,2,Smote,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
151,8,borderline,0.784,0.804,0.688,0.706,0.774,0.960,0.857,0.833,0.417,0.556
8,3,NeighborCleaningRule,0.784,0.779,0.818,0.776,0.947,0.720,0.818,0.611,0.917,0.733
9,3,SmoteENN,0.784,0.779,0.818,0.776,0.947,0.720,0.818,0.611,0.917,0.733
9,3,allKNN,0.784,0.779,0.818,0.776,0.947,0.720,0.818,0.611,0.917,0.733
12,3,allKNN,0.784,0.779,0.818,0.776,0.947,0.720,0.818,0.611,0.917,0.733
15,12,NearMiss,0.784,0.779,0.818,0.776,0.947,0.720,0.818,0.611,0.917,0.733
6,3,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
12,15,NearestNeighborMode,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
13,15,NearestNeighborMode,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
15,15,OnesidedSelection,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
17,15,SmoteTomek,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
24,1,RandomUnder,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
27,12,adasym,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
28,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
29,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
30,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
30,3,OnesidedSelection,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
30,10,OnesidedSelection,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
30,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
31,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
32,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
32,12,Smote,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
38,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
39,12,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
44,7,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
46,2,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
47,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
48,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
49,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
50,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
51,2,Smote,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
51,2,SmoteN,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
55,7,Smote,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
60,3,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
61,2,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
61,2,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
66,2,adasym,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
70,2,RandomOver,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
71,2,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
72,12,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
95,5,borderline,0.784,0.772,0.710,0.726,0.793,0.920,0.852,0.750,0.500,0.600
11,3,allKNN,0.784,0.765,0.797,0.770,0.905,0.760,0.826,0.625,0.833,0.714
11,10,NearMiss,0.784,0.765,0.797,0.770,0.905,0.760,0.826,0.625,0.833,0.714
28,3,clusterCen,0.784,0.765,0.797,0.770,0.905,0.760,0.826,0.625,0.833,0.714
10,15,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
11,10,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
12,15,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
12,15,SmoteTomek,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
14,6,OnesidedSelection,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
17,12,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
17,14,SmoteTomek,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
17,15,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
22,12,SmoteTomek,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
25,12,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
26,12,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
27,12,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
28,6,SmoteTomek,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
30,7,NearestNeighborMode,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
30,12,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
33,12,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
35,8,adasym,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
37,7,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
41,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
44,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
46,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
48,6,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
49,5,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
52,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
54,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
55,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
55,2,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
60,2,RandomOver,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
60,2,adasym,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
61,2,adasym,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
70,2,borderline,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
71,2,adasym,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
84,7,Smote,0.784,0.757,0.732,0.741,0.815,0.880,0.846,0.700,0.583,0.636
6,2,RandomUnder,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
8,3,Smote,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
8,15,RandomUnder,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
12,6,NearestNeighborMode,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
13,6,NearestNeighborMode,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
15,15,NeighborCleaningRule,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
17,3,NearestNeighborMode,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
17,14,NearMiss,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
24,6,adasym,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
33,7,RandomUnder,0.784,0.756,0.775,0.763,0.870,0.800,0.833,0.643,0.750,0.692
9,3,NearestNeighborMode,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
9,6,RandomOver,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
10,3,adasym,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
10,6,RandomOver,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
10,15,NearestNeighborMode,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
11,3,borderline,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
11,3,clusterCen,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
11,3,NearestNeighborMode,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
12,10,borderline,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
13,3,borderline,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
14,10,Smote,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
15,3,NearestNeighborMode,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
15,6,borderline,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
15,12,SmoteTomek,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
15,14,RandomUnder,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
16,3,Smote,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
22,7,clusterCen,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
23,12,NearestNeighborMode,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
29,12,adasym,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
30,12,SmoteTomek,0.784,0.753,0.753,0.753,0.840,0.840,0.840,0.667,0.667,0.667
22,1,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
23,1,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
24,1,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
24,1,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
25,1,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
29,1,SmoteTomek,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
34,1,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
41,8,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
46,3,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
54,3,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
55,3,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
55,8,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
66,8,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
77,11,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
83,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
92,2,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
99,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
100,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
103,2,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
105,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
108,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
109,2,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
110,2,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
111,7,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
114,8,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
116,2,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
117,2,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
120,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
122,6,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
125,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
126,13,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
128,13,SmoteN,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
129,8,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
133,7,RandomOver,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
138,8,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
139,7,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
141,7,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
145,8,Smote,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
146,8,borderline,0.757,0.868,0.625,0.624,0.735,1.000,0.847,1.000,0.250,0.400
