Feature Number,Iteration Number,Resampling Name,Test Accuracy,Macro Precision,Macro Recall,Macro F1,High Precision,High Recall,High F1,Low Precision,Low Recall,Low F1
26,5,SmoteN,0.831,0.865,0.808,0.817,0.783,0.973,0.867,0.947,0.643,0.766
27,5,RandomOver,0.831,0.85,0.812,0.82,0.795,0.946,0.864,0.905,0.679,0.776
27,5,SmoteN,0.831,0.85,0.812,0.82,0.795,0.946,0.864,0.905,0.679,0.776
27,5,OnesidedSelection,0.831,0.84,0.817,0.823,0.81,0.919,0.861,0.87,0.714,0.784
28,3,SmoteTomek,0.831,0.827,0.83,0.828,0.861,0.838,0.849,0.793,0.821,0.807
28,5,RandomOver,0.831,0.85,0.812,0.82,0.795,0.946,0.864,0.905,0.679,0.776
29,3,SmoteTomek,0.831,0.828,0.825,0.827,0.842,0.865,0.853,0.815,0.786,0.8
29,5,Smote,0.831,0.865,0.808,0.817,0.783,0.973,0.867,0.947,0.643,0.766
29,5,adasym,0.831,0.84,0.817,0.823,0.81,0.919,0.861,0.87,0.714,0.784
29,5,SmoteN,0.831,0.85,0.812,0.82,0.795,0.946,0.864,0.905,0.679,0.776
31,5,RandomOver,0.831,0.85,0.812,0.82,0.795,0.946,0.864,0.905,0.679,0.776
31,5,borderline,0.831,0.84,0.817,0.823,0.81,0.919,0.861,0.87,0.714,0.784
41,3,SmoteTomek,0.83,0.825,0.83,0.827,0.79,0.88,0.833,0.86,0.78,0.818
10,5,Smote,0.83,0.825,0.835,0.83,0.85,0.87,0.86,0.81,0.82,0.815
36,14,SmoteTomek,0.83,0.825,0.83,0.827,0.79,0.88,0.833,0.86,0.78,0.818
36,13,SmoteTomek,0.83,0.825,0.835,0.83,0.85,0.87,0.86,0.81,0.82,0.815
13,5,Smote,0.825,0.83,0.82,0.825,0.84,0.85,0.845,0.81,0.8,0.805
36,15,SmoteTomek,0.825,0.83,0.82,0.825,0.84,0.85,0.845,0.81,0.8,0.805
147,3,borderline,0.82,0.835,0.81,0.822,0.85,0.83,0.84,0.82,0.79,0.805
36,1,SmoteTomek,0.82,0.835,0.81,0.822,0.85,0.83,0.84,0.82,0.79,0.805
14,5,adasym,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
15,3,SmoteTomek,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
15,5,borderline,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
15,5,SmoteTomek,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
16,3,Smote,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
16,3,adasym,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
16,5,RandomOver,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
16,5,adasym,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
16,5,SmoteTomek,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
17,3,Smote,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
17,3,clusterCen,0.815,0.814,0.82,0.814,0.879,0.784,0.829,0.75,0.857,0.8
17,3,NearMiss,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
17,5,RandomOver,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
17,5,adasym,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
17,5,RandomUnder,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
18,3,clusterCen,0.815,0.814,0.82,0.814,0.879,0.784,0.829,0.75,0.857,0.8
19,3,borderline,0.815,0.814,0.82,0.814,0.879,0.784,0.829,0.75,0.857,0.8
19,10,SmoteTomek,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
19,12,NearMiss,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
20,3,Smote,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
20,5,Smote,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
20,5,adasym,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
20,5,SmoteTomek,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
20,12,RandomUnder,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
21,3,borderline,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
21,3,SmoteTomek,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
21,3,OnesidedSelection,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
21,5,RandomOver,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
21,12,borderline,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
21,12,clusterCen,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
21,12,RandomUnder,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
22,3,adasym,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
22,3,NearMiss,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
22,5,RandomOver,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
22,5,clusterCen,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
22,5,RandomUnder,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
22,5,OnesidedSelection,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
23,3,Smote,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
23,3,adasym,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
23,3,borderline,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
23,5,RandomUnder,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
23,10,NearMiss,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
24,3,adasym,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
24,5,Smote,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
24,5,adasym,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
24,12,clusterCen,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
24,12,RandomUnder,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
25,3,clusterCen,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
25,5,Smote,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
25,12,NearMiss,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
26,3,borderline,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
26,3,SmoteTomek,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
26,5,borderline,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
26,5,OnesidedSelection,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
27,3,Smote,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
27,3,SmoteTomek,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
27,3,clusterCen,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
27,5,Smote,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
27,12,clusterCen,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
28,5,Smote,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
29,3,OnesidedSelection,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
29,5,RandomOver,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
29,5,OnesidedSelection,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
29,12,clusterCen,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
30,3,RandomOver,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
30,3,SmoteTomek,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
30,5,RandomOver,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
31,5,Smote,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
31,5,SmoteN,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
31,12,clusterCen,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
31,12,NearMiss,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
31,12,OnesidedSelection,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
32,5,OnesidedSelection,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
33,3,OnesidedSelection,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
33,5,SmoteN,0.815,0.839,0.794,0.802,0.778,0.946,0.854,0.9,0.643,0.75
36,5,Smote,0.815,0.855,0.79,0.798,0.766,0.973,0.857,0.944,0.607,0.739
42,3,SmoteTomek,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
43,12,clusterCen,0.815,0.819,0.803,0.808,0.805,0.892,0.846,0.833,0.714,0.769
44,3,SmoteTomek,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
45,12,RandomUnder,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
47,3,adasym,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
47,3,SmoteTomek,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
48,3,Smote,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
48,6,SmoteN,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
58,14,Smote,0.815,0.814,0.807,0.81,0.821,0.865,0.842,0.808,0.75,0.778
61,3,SmoteTomek,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
64,3,borderline,0.815,0.812,0.816,0.813,0.857,0.811,0.833,0.767,0.821,0.793
66,6,SmoteN,0.815,0.812,0.812,0.812,0.838,0.838,0.838,0.786,0.786,0.786
76,14,SmoteN,0.815,0.827,0.799,0.805,0.791,0.919,0.85,0.864,0.679,0.76
3,3,RandomOver,0.8,0.807,0.811,0.8,0.9,0.73,0.806,0.714,0.893,0.794
4,3,borderline,0.8,0.807,0.811,0.8,0.9,0.73,0.806,0.714,0.893,0.794
5,3,clusterCen,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
6,5,borderline,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
6,5,RandomUnder,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
8,3,Smote,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
8,3,SmoteENN,0.8,0.807,0.811,0.8,0.9,0.73,0.806,0.714,0.893,0.794
8,5,SmoteTomek,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
8,14,borderline,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
9,3,borderline,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
9,3,SmoteTomek,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
9,5,Smote,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
9,5,adasym,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
9,5,SmoteTomek,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
9,14,adasym,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
9,14,RandomUnderReSam,0.8,0.807,0.811,0.8,0.9,0.73,0.806,0.714,0.893,0.794
10,3,NearestNeighborMode,0.8,0.807,0.811,0.8,0.9,0.73,0.806,0.714,0.893,0.794
10,5,SmoteN,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
11,5,borderline,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
11,5,RandomUnder,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
12,3,NearMiss,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
12,5,adasym,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
12,5,clusterCen,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
13,3,NearMiss,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
13,5,SmoteTomek,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
14,3,SmoteTomek,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
14,5,RandomOver,0.8,0.846,0.772,0.779,0.75,0.973,0.847,0.941,0.571,0.711
14,5,SmoteTomek,0.8,0.846,0.772,0.779,0.75,0.973,0.847,0.941,0.571,0.711
14,5,clusterCen,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
14,5,NearMiss,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
14,10,NearMiss,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
14,14,RandomUnder,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
15,5,adasym,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
15,14,Smote,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
16,3,RandomUnder,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
16,3,NearMiss,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
16,5,Smote,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
16,14,clusterCen,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
17,3,SmoteN,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
17,3,RandomUnder,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
17,5,Smote,0.8,0.846,0.772,0.779,0.75,0.973,0.847,0.941,0.571,0.711
17,5,SmoteN,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
17,14,Smote,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
18,3,RandomOver,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
18,3,Smote,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
18,3,adasym,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
18,3,SmoteN,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
18,3,RandomUnder,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
18,12,clusterCen,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
18,12,NearMiss,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
19,3,RandomOver,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
19,3,Smote,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
19,3,SmoteN,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
19,3,clusterCen,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
19,3,OnesidedSelection,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
19,5,RandomOver,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
19,5,SmoteN,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
19,5,SmoteTomek,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
19,5,clusterCen,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
19,5,RandomUnder,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
19,8,RandomOver,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
19,8,SmoteN,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
19,10,adasym,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
19,10,NearMiss,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
19,12,clusterCen,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
19,12,OnesidedSelection,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
20,1,adasym,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
20,3,RandomUnder,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
20,5,RandomOver,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
20,5,RandomUnder,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
20,8,SmoteN,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
20,10,adasym,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
20,12,clusterCen,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
21,3,Smote,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
21,5,Smote,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
21,5,SmoteN,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
21,5,OnesidedSelection,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
21,12,allKNN,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
22,3,Smote,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
22,3,borderline,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
22,3,SmoteTomek,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
22,3,OnesidedSelection,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
22,5,SmoteN,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
23,3,OnesidedSelection,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
23,5,RandomOver,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
23,5,NearestNeighborMode,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
23,8,SmoteN,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
23,12,RandomUnder,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
24,3,Smote,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
24,3,SmoteENN,0.8,0.801,0.807,0.799,0.875,0.757,0.812,0.727,0.857,0.787
24,5,SmoteN,0.8,0.815,0.781,0.787,0.773,0.919,0.84,0.857,0.643,0.735
24,5,RandomUnder,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
24,5,OnesidedSelection,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
24,12,borderline,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
25,5,SmoteN,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
25,5,SmoteTomek,0.8,0.828,0.777,0.783,0.761,0.946,0.843,0.895,0.607,0.723
25,5,RandomUnder,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
25,7,SmoteTomek,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
25,14,RandomOver,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
26,3,adasym,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
26,5,Smote,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
26,6,SmoteN,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
27,3,adasym,0.8,0.796,0.798,0.797,0.833,0.811,0.822,0.759,0.786,0.772
27,3,SmoteN,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
27,5,borderline,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
27,5,SmoteENN,0.8,0.797,0.803,0.798,0.853,0.784,0.817,0.742,0.821,0.78
27,5,NearestNeighborMode,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
27,6,SmoteN,0.8,0.797,0.794,0.795,0.816,0.838,0.827,0.778,0.75,0.764
28,5,adasym,0.8,0.8,0.79,0.793,0.8,0.865,0.831,0.8,0.714,0.755
28,5,borderline,0.8,0.806,0.785,0.79,0.786,0.892,0.835,0.826,0.679,0.745
