"playerName","share_Node1Freq","share_NodeAFreq","share_NodeBFreq","share_NodeIFreq","share_NodeCFreq","share_NodeDFreq","share_Node2Freq","share_Node3Freq","share_Node4Freq","share_NodeEFreq"
"JG1 UX1",0.255813953488372,0.441860465116279,0.0697674418604651,0.232558139534884,0,0,0,0,0,0
"JG2 UX2",0.25,0.105263157894737,0.171052631578947,0.315789473684211,0.105263157894737,0.0526315789473684,0,0,0,0
"JG3 UX3",0.196078431372549,0.137254901960784,0.137254901960784,0.215686274509804,0,0,0.0196078431372549,0.254901960784314,0.0392156862745098,0
"JG4 UX4",0.117647058823529,0.235294117647059,0.0588235294117647,0.588235294117647,0,0,0,0,0,0
"JG6 UX6",0,0.0285714285714286,0.342857142857143,0.0571428571428571,0,0,0.228571428571429,0.314285714285714,0.0285714285714286,0
"JG7 UX7",0,0.363636363636364,0.272727272727273,0.363636363636364,0,0,0,0,0,0
"JG8 UX8",0,0.0416666666666667,0.25,0.125,0.104166666666667,0.0625,0.145833333333333,0,0.104166666666667,0.166666666666667
"JG9 UX9",0,0,0.16,0.04,0.28,0.12,0.16,0.16,0.04,0.04
